domain,party,counts
columbiabusinessreport.com,Republican,98
columbiadailyherald.com,Republican,6539
columbiamissourian.com,Republican,26166
columbian.com,Democrat,5016
columbian.com,Republican,13422
columbiatribune.com,Democrat,2
columbiatribune.com,Republican,11716
columbusalive.com,Republican,859
columbustelegram.com,Democrat,2616
columbustelegram.com,Republican,6092
columbusunderground.com,Democrat,404
comicsands.com,Democrat,16
comicsands.com,Republican,3917
commercialappeal.com,Democrat,3757
commercialappeal.com,Republican,21694
commondefense.us,Democrat,1
commondreams.org,Democrat,10966
commondreams.org,Republican,536
commonwealthmagazine.org,Democrat,12299
commonwealthofs.com,Republican,36
commonwealthtimes.org,Democrat,436
community-wealth.org,Democrat,1
communityimpact.com,Democrat,1307
communityimpact.com,Republican,28932
communitynewspapergroup.com,Democrat,17739
communitynewspapergroup.com,Republican,3297
compass.com,Democrat,379
compass.com,Republican,5594
completecolorado.com,Republican,2141
complex.com,Democrat,1308
complex.com,Republican,805
conchovalleyhomepage.com,Democrat,5099
conchovalleyhomepage.com,Republican,6420
concordia.net,Democrat,2433
concordia.net,Republican,28
concordmonitor.com,Democrat,1197
congress.gov,Democrat,8458037
congress.gov,Independent,45541
congress.gov,Republican,6135699
congressionalaward.org,Democrat,22
congressionalsportsmen.org,Democrat,9576
congressionalsportsmen.org,Republican,43511
congressmangregorymeeks.com,Democrat,36381
congressweb.com,Democrat,941
congressweb.com,Republican,1886
connectedremag.com,Democrat,3052
connectradio.fm,Republican,3857
conorlamb.com,Democrat,47080
conservapedia.com,Republican,1
conwaydailysun.com,Democrat,10898
conwaydailysun.com,Republican,1
cooperconstruction.com,Democrat,7
cooperforassembly.com,Democrat,34353
cooperforcongress.com,Democrat,47092
cornell.edu,Democrat,1
cornellsun.com,Democrat,481
cornellsun.com,Republican,10050
coronadonewsca.com,Republican,871
coronadotimes.com,Republican,2
corporatecrimereporter.com,Democrat,342
corvallisadvocate.com,Democrat,30575
counton2.com,Democrat,10871
counton2.com,Republican,2347
couragescore.org,Democrat,160
courant.com,Democrat,71757
courier-journal.com,Democrat,18070
courier-journal.com,Republican,50705
courierherald.com,Democrat,526
courierpostonline.com,Democrat,4714
courierpostonline.com,Republican,715
courierpress.com,Republican,30668
courthousenews.com,Democrat,101734
courthousenews.com,Republican,55546
covingtonleader.com,Republican,3264
covnews.com,Democrat,7235
covnews.com,Republican,25933
cowboystatedaily.com,Republican,5944
cpapracticeadvisor.com,Democrat,1308
cpioneer.com,Democrat,434
cpr.org,Democrat,113701
cpr.org,Republican,95194
cq.com,Democrat,472008
cq.com,Independent,2868
cq.com,Republican,338273
cqrcengage.com,Democrat,45913
cqrcengage.com,Republican,1529
crainscleveland.com,Republican,12323
crainsdetroit.com,Democrat,6084
crainsnewyork.com,Democrat,4215
crenshawforcongress.com,Republican,48906
crescent-news.com,Republican,2613
crimemuseum.org,Republican,1
crn.com,Republican,2393
crooked.com,Democrat,871
crookstontimes.com,Democrat,406
crosscut.com,Democrat,11557
crossroadstoday.com,Democrat,407
crossroadstoday.com,Republican,1894
crowedunlevy.com,Republican,57
crowrivermedia.com,Democrat,3411
cruxnow.com,Democrat,3431
csindy.com,Republican,415
csis.org,Democrat,6177
csmonitor.com,Democrat,2859
csmonitor.com,Republican,5425
cspdailynews.com,Republican,840
csrwire.com,Democrat,798
ctexaminer.com,Democrat,1247
ctinsider.com,Democrat,92049
ctinsider.com,Republican,2547
ctmirror.org,Democrat,77760
ctpost.com,Democrat,33069
ctpost.com,Republican,12418
ctvnews.ca,Democrat,436
cu-citizenaccess.org,Democrat,4448
cuatower.com,Democrat,405
cubsinsider.com,Democrat,435
cujournal.com,Republican,411
culinaryunion226.org,Democrat,772
cumberlink.com,Democrat,1744
cumberlink.com,Republican,4668
cuny.edu,Democrat,42
currentargus.com,Democrat,1743
currypilot.com,Democrat,435
cutbankpioneerpress.com,Republican,427
cutimes.com,Republican,23350
cvilletomorrow.org,Republican,3950
cw34.com,Democrat,26159
cw34.com,Republican,1219
cw39.com,Democrat,3783
cw39.com,Republican,3813
cwsny.com,Democrat,543
cwuobserver.com,Democrat,30283
cyberscoop.com,Democrat,21086
cyberscoop.com,Republican,872
daily-chronicle.com,Democrat,4725
daily-chronicle.com,Republican,1708
daily-jeff.com,Democrat,1231
daily-jeff.com,Republican,2060
daily-times.com,Democrat,3657
daily-tribune.com,Republican,6728
dailyamerican.com,Republican,3183
dailyastorian.com,Democrat,7041
dailybreeze.com,Democrat,11115
dailybulldog.com,Democrat,1311
dailybulletin.com,Democrat,36643
dailycal.org,Democrat,2872
dailycal.org,Republican,392
dailycaller.com,Democrat,5
dailycaller.com,Republican,22
dailycamera.com,Democrat,1
dailycamera.com,Republican,431
dailycourier.com,Republican,425
dailydemocrat.com,Democrat,5905
dailyegyptian.com,Republican,408
dailyemerald.com,Democrat,9033
dailyenergyinsider.com,Republican,4298
dailyfreeman.com,Democrat,21452
dailyfreeman.com,Republican,7485
dailygazette.com,Democrat,12000
dailygazette.com,Republican,16552
dailyherald.com,Democrat,140331
dailyherald.com,Republican,1221
dailyillini.com,Democrat,3488
dailyindependent.com,Republican,845
dailyiowan.com,Democrat,8442
dailyitem.com,Republican,17391
dailyjournal.net,Republican,43900
dailyjournalonline.com,Democrat,2532
dailyjournalonline.com,Republican,436
dailykos.com,Republican,761
dailyleaderextra.com,Republican,22
dailylobo.com,Democrat,7413
dailylocal.com,Democrat,14998
dailylocal.com,Republican,833
dailymail.co.uk,Democrat,16086
dailymail.co.uk,Republican,9518
dailymemphian.com,Republican,14138
dailymotion.com,Democrat,183
dailymotion.com,Republican,15
dailynews.com,Democrat,53663
dailynexus.com,Democrat,4796
dailynorthwestern.com,Democrat,5597
dailyorange.com,Republican,3527
dailypress.com,Democrat,19814
dailypress.com,Republican,26400
dailyprincetonian.com,Democrat,1201
dailyprincetonian.com,Republican,1307
dailyprogress.com,Democrat,10525
dailyprogress.com,Republican,23840
dailyrecord.com,Democrat,2936
dailyrecordnews.com,Democrat,1
dailyrecordnews.com,Republican,436
dailyregister.com,Republican,9674
dailysentinel.com,Republican,6508
dailysignal.com,Democrat,406
dailysignal.com,Republican,2127
dailystandard.com,Republican,22755
dailystarjournal.com,Democrat,1308
dailystarjournal.com,Republican,11772
dailytimes.com,Republican,1207
dailytitan.com,Democrat,861
dailytoreador.com,Republican,6102
dailytribune.com,Democrat,1357
dailyunion.com,Republican,413
dailyutahchronicle.com,Democrat,386
dailyutahchronicle.com,Republican,1593
dailyvoice.com,Democrat,6821
dailyyonder.com,Democrat,2030
dairyfoods.com,Democrat,874
dairyreporter.com,Republican,416
dakotabroadcasting.com,Republican,414
dakotafreepress.com,Republican,7
dakotanewsnow.com,Republican,1371
dallasgop.org,Republican,454
dallasinnovates.com,Democrat,12654
dallasinnovates.com,Republican,7345
dallasnews.com,Democrat,94099
dallasnews.com,Republican,187985
dallasobserver.com,Democrat,872
dallasobserver.com,Republican,14485
dallasweekly.com,Democrat,18825
danapointtimes.com,Democrat,10363
dannewhouse.com,Republican,46674
danspapers.com,Republican,194
dansvilleonline.com,Republican,803
danvillesanramon.com,Democrat,6344
darientimes.com,Democrat,5329
darientimes.com,Republican,23
darkdaily.com,Democrat,4066
darrensoto.com,Democrat,47711
dartmouth.edu,Democrat,13
davidrouzer.com,Republican,47507
davidschweikert.com,Republican,47895
davidscottinteriors.com,Democrat,2144
davidsonforcongress.com,Republican,46285
davidtrone.com,Democrat,46868
davisenterprise.com,Democrat,20705
davisvanguard.org,Democrat,8283
dayton247now.com,Democrat,436
dayton247now.com,Republican,12326
daytondailynews.com,Democrat,429
daytondailynews.com,Republican,54514
dbrnews.com,Republican,21171
dccc.org,Republican,420
dcist.com,Democrat,411
ddtonline.com,Republican,16542
deadline.com,Democrat,6004
deadline.com,Republican,1310
deadlinedetroit.com,Democrat,3
deadspin.com,Democrat,2923
dealbreaker.com,Democrat,1717
debbiedingellforcongress.com,Democrat,47904
debbieleskoforcongress.com,Republican,46793
debbiemucarselpowell.com,Democrat,46752
debbiewassermanschultz.com,Democrat,46828
debforcongress.com,Democrat,47632
decaturdaily.com,Republican,436
decaturish.com,Democrat,17699
decorahnews.com,Democrat,427
decrypt.co,Democrat,241
defazioforcongress.org,Democrat,48527
defensedaily.com,Republican,4452
defensenews.com,Democrat,18133
defensenews.com,Republican,11865
defenseone.com,Democrat,5828
defenseone.com,Republican,13948
degette.com,Democrat,47668
delawarebusinessnow.com,Democrat,79
delawareonline.com,Democrat,7269
delawarepublic.org,Democrat,3092
delawarestatenews.net,Democrat,1538
delbeneforcongress.com,Democrat,47296
delcodems.com,Democrat,1
delcotimes.com,Democrat,36344
delcotimes.com,Republican,808
delgadoforcongress.com,Democrat,47351
delgazette.com,Republican,3924
delmartimes.net,Democrat,1289
delmarvanow.com,Democrat,1286
delmarvanow.com,Republican,2761
demingheadlight.com,Democrat,2030
democracynow.org,Democrat,9254
democratandchronicle.com,Democrat,22792
democratandchronicle.com,Republican,870
democratherald.com,Democrat,9001
democratherald.com,Republican,2615
democrats.org,Democrat,379
dennyheck.com,Democrat,47729
dentonrc.com,Republican,11337
dentons.com,Republican,345
denverforcongress.com,Republican,45701
denverpost.com,Democrat,58013
denverpost.com,Republican,37607
depauliaonline.com,Democrat,4672
derbyinformer.com,Republican,867
derekkilmer.com,Democrat,46081
desaulnierforcongress.com,Democrat,47577
deseret.com,Democrat,66706
deseret.com,Republican,49068
desertsun.com,Democrat,41630
desmogblog.com,Democrat,1293
desmogblog.com,Republican,16
desmoinesregister.com,Democrat,96029
desmoinesregister.com,Republican,37245
detroitchamber.com,Democrat,24
detroitnews.com,Democrat,147849
detroitnews.com,Independent,18684
detroitnews.com,Republican,68903
devinnunes.com,Republican,46972
dglobe.com,Democrat,8
dglobe.com,Republican,447
dickinsoncountynews.com,Democrat,3016
dicksonpost.com,Republican,1308
digiday.com,Democrat,12
discogs.com,Democrat,1400
discoverthenetworks.org,Democrat,2
dispatch.com,Democrat,37569
dispatch.com,Republican,81242
dissentmagazine.org,Republican,1406
diverseeducation.com,Democrat,3247
djournal.com,Democrat,4120
djournal.com,Republican,48157
dkdcongress.com,Democrat,6875
dl-online.com,Democrat,4406
dl-online.com,Republican,2937
dmagazine.com,Democrat,2435
dmagazine.com,Republican,5
dnews.com,Republican,7721
dnj.com,Republican,2441
dnronline.com,Democrat,2180
dnronline.com,Republican,33211
dodgerblue.com,Democrat,11034
dodgersnation.com,Democrat,10120
dominionpost.com,Republican,10023
donaldmceachin.com,Democrat,48020
donaldnorcrossforcongress.com,Democrat,49237
donalsonvillenews.com,Democrat,872
donjbacon.com,Republican,48127
donnashalala.com,Democrat,47030
doorcountypulse.com,Republican,4
dothaneagle.com,Democrat,831
dothaneagle.com,Republican,5891
dotnews.com,Democrat,4238
dougforgeorgia.com,Republican,47405
douglamalfa.com,Republican,47284
douglascountynewspress.net,Republican,795
douglascountysentinel.com,Democrat,2
downtowndevil.com,Democrat,1308
drgnews.com,Democrat,19649
drgnews.com,Republican,4588
drkimschrier.com,Democrat,46592
drloisfrankel.com,Democrat,6781
drmikesimpson.com,Republican,77
drml-law.com,Republican,1272
drovers.com,Republican,1227
drpaulgosar.com,Republican,23717
drraulruiz.com,Democrat,47889
dsnews.com,Democrat,6078
dtnpf.com,Democrat,17378
dtnpf.com,Republican,34806
du.edu,Democrat,429
du.edu,Republican,430
duboiscountyherald.com,Republican,17001
dukechronicle.com,Democrat,2988
dukechronicle.com,Republican,382
duluthnewstribune.com,Democrat,1365
duluthnewstribune.com,Republican,28164
duncanbanner.com,Republican,5268
dunkielsaunders.com,Republican,57
duqsm.com,Democrat,3924
duquoin.com,Republican,32
durangoherald.com,Democrat,726
durangoherald.com,Republican,2
dustyjohnson.com,Republican,47084
dutchforcongress.com,Democrat,47396
dvidshub.net,Democrat,17179
dvidshub.net,Republican,4441
dw.com,Democrat,436
dwightevans.com,Democrat,48669
dycwindows.com,Republican,3077
eacourier.com,Democrat,414
eacourier.com,Republican,11595
eaglenewsonline.com,Republican,4163
eagleobserver.com,Republican,6976
eagletimes.com,Democrat,5244
eagletribune.com,Democrat,41475
eangus.org,Republican,333
earlblumenauer.com,Democrat,47127
eastbaytimes.com,Democrat,9069
eastcountytoday.net,Democrat,16576
eastgreenwichnews.com,Democrat,2766
easthamptonstar.com,Democrat,207
easthamptonstar.com,Republican,2981
eastidahonews.com,Republican,12164
eastoregonian.com,Democrat,436
eastoregonian.com,Republican,4418
eastpeoriatimescourier.com,Democrat,436
easttexasmatters.com,Democrat,2674
easttexasmatters.com,Republican,8517
eastvillagemagazine.org,Democrat,5202
eater.com,Democrat,1222
ebjcampaign.com,Democrat,22803
ebony.com,Democrat,3908
echo-pilot.com,Republican,5
econlib.org,Democrat,46085
ecori.org,Democrat,4927
ecowatch.com,Democrat,19048
edcase.com,Democrat,47051
edgemedianetwork.com,Republican,6
edhat.com,Democrat,1373
edsurge.com,Democrat,793
educationdive.com,Democrat,3924
edweek.org,Democrat,19956
edweek.org,Republican,872
eenews.net,Democrat,153162
eenews.net,Republican,84444
effinghamherald.net,Republican,9443
ehextra.com,Republican,862
ehrintelligence.com,Democrat,3025
ehrintelligence.com,Republican,18117
einnews.com,Democrat,46
ekathimerini.com,Democrat,2038
elaineforcongress.com,Democrat,46756
elderhs.org,Democrat,124
electadam.com,Republican,48050
electfrench.com,Republican,47811
electgregsteube.com,Republican,47422
electjimbaird.com,Republican,48913
electralphnorman.com,Republican,59556
electrodney.com,Republican,47255
electsmuckerpa.com,Republican,71324
eliseforcongress.com,Republican,48344
elissaforcongress.com,Democrat,47682
eliteprospects.com,Republican,1764
elitesportsny.com,Democrat,866
elkharttruth.com,Democrat,8
elkharttruth.com,Republican,438
elkintribune.com,Republican,18080
elkodaily.com,Democrat,3247
elkvalleytimes.com,Republican,872
elle.com,Democrat,6200
ellsworthamerican.com,Democrat,5967
ellwoodcityledger.com,Democrat,6163
ellwoodcityledger.com,Republican,2865
elonnewsnetwork.com,Republican,8743
elpasoinc.com,Democrat,8910
elpasoinc.com,Republican,3542
elpasotimes.com,Democrat,17846
elpasotimes.com,Republican,1
emilyslist.org,Democrat,685
emmerforcongress.com,Republican,47806
emory.edu,Republican,1
emorywheel.com,Republican,4437
emporiagazette.com,Democrat,5252
emporiagazette.com,Republican,6222
emporiaindependentmessenger.com,Democrat,8029
enacademic.com,Democrat,1
energy.gov,Democrat,48020
engadget.com,Democrat,755
engelforcongress.com,Democrat,29587
englewoodherald.net,Democrat,443
enidnews.com,Democrat,429
enotrans.org,Republican,1941
enr.com,Democrat,2833
enr.com,Republican,13612
ensia.com,Democrat,3464
enterpriseai.news,Republican,402
enterprisenews.com,Democrat,2829
enterprisepub.com,Republican,1303
eonline.com,Republican,1732
eptrail.com,Democrat,21072
ericswalwell.com,Democrat,46974
erienewsnow.com,Democrat,24200
erienewsnow.com,Republican,69074
escalontimes.com,Democrat,1715
espn.com,Democrat,75740
espn.com,Republican,5266
esportsobserver.com,Democrat,313
espwebsite.com,Republican,3
esquire.com,Democrat,4408
esquire.com,Republican,4930
essence.com,Democrat,8838
essence.com,Republican,19
estesforcongress.com,Republican,44656
esubulletin.com,Republican,1618
etcanada.com,Republican,405
etonline.com,Democrat,1
etonline.com,Republican,1726
eugeneweekly.com,Democrat,25693
eunicetoday.com,Republican,5988
eveningsun.com,Democrat,805
eveningsun.com,Republican,990
eveningtribune.com,Republican,806
everettpost.com,Democrat,1308
everythinglubbock.com,Democrat,24827
everythinglubbock.com,Republican,31858
evesun.com,Democrat,14336
ew.com,Republican,736
ewg.org,Democrat,11
examiner-enterprise.com,Republican,17167
examiner.net,Republican,786
executivegov.com,Democrat,477
executivegov.com,Republican,18746
explorebigsky.com,Republican,2119
expressnews.com,Democrat,17761
expressnews.com,Republican,61812
extratv.com,Republican,836
facebook.com,Democrat,8462190
facebook.com,Independent,30512
facebook.com,Republican,7007865
factcheck.org,Democrat,1
fairborndailyherald.com,Republican,2
fairfaxcounty.gov,Democrat,1
fairfaxtimes.com,Democrat,874
fairfieldcitizenonline.com,Democrat,1218
fairfieldcitizenonline.com,Republican,486
fairfieldsuntimes.com,Republican,24982
famousbirthdays.com,Democrat,3
fandom.com,Democrat,1
fangraphs.com,Democrat,21043
fansided.com,Democrat,2
farmanddairy.com,Republican,45810
farmers-exchange.net,Republican,9853
farmingdale-observer.com,Republican,10600
farmprogress.com,Democrat,6436
farmprogress.com,Republican,2043
fashionista.com,Democrat,398
fastcompany.com,Democrat,1733
fatherly.com,Democrat,1596
fauquier.com,Republican,5804
fauquiernow.com,Republican,406
fayobserver.com,Republican,20022
fbindependent.com,Republican,16414
fbnewsleader.com,Republican,391
fcc.gov,Democrat,468
fcnews.org,Republican,20
fcnl.org,Democrat,2399
fcnp.com,Democrat,8899
fcw.com,Democrat,42068
fcw.com,Republican,2904
fdd.org,Republican,1017
federalnewsnetwork.com,Democrat,30423
federalnewsnetwork.com,Republican,9862
federaltimes.com,Democrat,4265
fedscoop.com,Democrat,23121
fedscoop.com,Republican,47642
fedsmith.com,Republican,406
fee.org,Democrat,2
fee.org,Republican,814
feedstuffs.com,Democrat,2616
feedstuffs.com,Republican,23119
fergusfallsjournal.com,Democrat,1618
fergusonforgeorgia.com,Republican,41343
fetchyournews.com,Republican,2213
fhtimes.com,Republican,1305
fiercehealthcare.com,Democrat,4360
fiercehealthcare.com,Republican,5673
fiercepharma.com,Republican,409
filemonvelaforcongress.com,Democrat,5629
fillmorecountyjournal.com,Republican,1629
fingerlakes1.com,Democrat,2420
fingerlakes1.com,Republican,12207
fingerlakesdailynews.com,Republican,33
fintechzoom.com,Republican,3
firstcoastnews.com,Democrat,438
firstcoastnews.com,Republican,21404
fitsnews.com,Democrat,2100
fitsnews.com,Republican,1
fivethirtyeight.com,Democrat,2086
fivethirtyeight.com,Republican,2860
flathatnews.com,Democrat,1308
flatheadbeacon.com,Republican,1723
fleetowner.com,Republican,7412
flintside.com,Democrat,5971
floridadaily.com,Democrat,12186
floridadaily.com,Republican,6490
floridadems.org,Democrat,14
floridainsider.com,Republican,10142
floridaphoenix.com,Democrat,36946
floridaphoenix.com,Republican,10262
floridapoliticalreview.com,Democrat,7412
floridapolitics.com,Democrat,302318
floridapolitics.com,Republican,269248
floridatoday.com,Democrat,435
floridatoday.com,Republican,33448
floridianpress.com,Democrat,2021
flsenate.gov,Democrat,28
fltimes.com,Republican,3298
flushingpost.com,Democrat,6832
followthemoney.org,Democrat,9
fontanaheraldnews.com,Democrat,6548
foodandwaterwatch.org,Democrat,611
foodsafetynews.com,Democrat,17035
foodtank.com,Democrat,3923
forbes.com,Democrat,114097
forbes.com,Republican,43818
foreignpolicy.com,Democrat,38005
foreignpolicy.com,Republican,437
forexlive.com,Republican,159
formulascout.com,Republican,376
forsythnews.com,Republican,390
fortbendstar.com,Republican,12492
fortmorgantimes.com,Republican,15331
fortune.com,Democrat,24788
fortune.com,Republican,14435
fortwaynesnbc.com,Republican,448
fortworthbusiness.com,Republican,1499
forward.com,Democrat,3558
fosters.com,Democrat,3446
fourstateshomepage.com,Democrat,436
fourstateshomepage.com,Republican,9
fox10phoenix.com,Democrat,33560
fox10phoenix.com,Republican,10437
fox10tv.com,Republican,29905
fox11online.com,Democrat,1035
fox11online.com,Republican,1977
fox13memphis.com,Democrat,33869
fox13memphis.com,Republican,8844
fox13news.com,Democrat,16367
fox13news.com,Republican,5642
fox13now.com,Democrat,19786
fox13now.com,Republican,14084
fox16.com,Democrat,1216
fox16.com,Republican,9968
fox17.com,Democrat,1762
fox17.com,Republican,1934
fox17online.com,Democrat,1231
fox17online.com,Independent,2842
fox17online.com,Republican,39048
fox19.com,Republican,1718
fox21news.com,Democrat,1660
fox21news.com,Republican,1214
fox21online.com,Republican,13486
fox23.com,Democrat,12587
fox23.com,Republican,1451
fox23maine.com,Democrat,3488
fox26houston.com,Democrat,436
fox26medford.com,Democrat,5661
fox26medford.com,Republican,21904
fox28media.com,Democrat,435
fox28media.com,Republican,15090
fox28spokane.com,Republican,13849
fox29.com,Democrat,12442
fox29.com,Republican,3729
fox2detroit.com,Democrat,17781
fox2detroit.com,Republican,4473
fox2now.com,Democrat,23763
fox2now.com,Republican,37606
fox32chicago.com,Democrat,27858
fox32chicago.com,Republican,872
fox34.com,Democrat,1080
fox34.com,Republican,7568
fox35orlando.com,Democrat,6821
fox35orlando.com,Republican,8693
fox40.com,Democrat,37934
fox40.com,Republican,8650
fox41yakima.com,Republican,1221
fox42kptm.com,Republican,6076
fox43.com,Republican,8287
fox44news.com,Republican,1645
fox47.com,Democrat,436
fox47.com,Republican,7559
fox47news.com,Democrat,847
fox47news.com,Republican,1981
fox4beaumont.com,Republican,2052
fox4kc.com,Democrat,16854
fox4kc.com,Republican,1725
fox4news.com,Democrat,23238
fox4news.com,Republican,13487
fox56.com,Democrat,30923
fox56.com,Republican,19571
fox59.com,Democrat,15092
fox59.com,Republican,6106
fox5atlanta.com,Democrat,28172
fox5atlanta.com,Republican,2953
fox5dc.com,Democrat,7986
fox5dc.com,Republican,2069
fox5ny.com,Democrat,3274
fox5ny.com,Republican,21990
fox5sandiego.com,Democrat,5934
fox5sandiego.com,Republican,1308
fox5vegas.com,Democrat,6403
fox5vegas.com,Republican,1112
fox61.com,Democrat,23443
fox6now.com,Democrat,13505
fox6now.com,Republican,17748
fox7austin.com,Democrat,7484
fox7austin.com,Republican,2970
fox8.com,Democrat,55326
fox8.com,Republican,32461
fox8live.com,Democrat,5400
fox8live.com,Republican,5244
fox9.com,Democrat,11537
fox9.com,Republican,12222
foxbaltimore.com,Democrat,3898
foxbaltimore.com,Republican,1748
foxbusiness.com,Democrat,48243
foxbusiness.com,Republican,48443
foxcarolina.com,Democrat,17803
foxcarolina.com,Republican,23661
foxillinois.com,Republican,1220
foxla.com,Democrat,30344
foxla.com,Republican,1253
foxlexington.com,Republican,6022
foxnews.com,Democrat,340861
foxnews.com,Independent,2841
foxnews.com,Republican,471491
foxreno.com,Republican,1634
foxrothschild.com,Republican,337
foxsanantonio.com,Democrat,2871
foxsanantonio.com,Republican,503
foxwilmington.com,Democrat,43742
foxwilmington.com,Republican,60918
framinghamsource.com,Democrat,10146
francisrooney.com,Republican,38349
fredericawilsonforcongress.com,Democrat,38572
fredericknewspost.com,Democrat,11892
fredericksburg.com,Democrat,4040
fredericksburg.com,Republican,13579
fredkellerforcongress.com,Republican,48641
fredupton.com,Republican,47058
freebeacon.com,Democrat,852
freedom50.org,Democrat,1637
freep.com,Democrat,39278
freep.com,Republican,14206
freepressokc.com,Democrat,37
freespeech.org,Democrat,436
freightwaves.com,Democrat,6082
fremonttribune.com,Republican,5672
freshplaza.com,Democrat,435
fresnobee.com,Democrat,86086
fresnobee.com,Republican,46235
fresnocountydemocrats.org,Democrat,2424
fresnocountydemocrats.org,Republican,16
fridayfirm.com,Republican,237
friendsofdonbeyer.com,Democrat,48140
friendsofglennthompson.com,Republican,48192
froedtert.com,Republican,40
fronterasdesk.org,Democrat,39363
fronterasdesk.org,Republican,22242
frontiersman.com,Democrat,10
frontiersman.com,Republican,477
frontpageafricaonline.com,Democrat,436
ft.com,Democrat,436
fticonsulting.com,Democrat,65
fullertonobserver.com,Democrat,5429
furman.edu,Republican,2
fwbusiness.com,Republican,15321
fxstreet.com,Republican,234
ga.gov,Democrat,85
ga.gov,Republican,1775
gadsdentimes.com,Republican,4795
gainesville.com,Republican,400
gainesvilletimes.com,Republican,11612
galesburg.com,Democrat,1307
gallegoforarizona.com,Democrat,48324
galvnews.com,Democrat,2043
galvnews.com,Republican,481
ganjapreneur.com,Democrat,3924
gantdaily.com,Republican,3924
garamendi.org,Democrat,46941
gardencity-life.com,Democrat,4022
garretgraves.com,Republican,48095
gastongazette.com,Republican,25167
gazette.com,Democrat,19580
gazette.com,Republican,49002
gazettenet.com,Democrat,23898
gazettetimes.com,Democrat,1305
gazettextra.com,Democrat,83432
gazettextra.com,Republican,35007
gbtribune.com,Republican,755
gcaptain.com,Democrat,410
gcn.com,Republican,13
gctelegram.com,Republican,432
ge.com,Republican,6439
genomeweb.com,Democrat,6322
georgeholdingforcongress.com,Republican,1261
georgetown.edu,Democrat,2846
georgiarecorder.com,Democrat,48848
georgiarecorder.com,Republican,73845
gephardtdaily.com,Democrat,2827
gephardtdaily.com,Republican,2
gerryconnolly.com,Democrat,47297
getgordon.com,Republican,19
gettysburgconnection.org,Republican,358
gettysburgtimes.com,Republican,1314
ggwash.org,Republican,3924
giffords.org,Democrat,22
gillettenewsrecord.com,Republican,840
givegreen.com,Democrat,7299
gizmodo.com,Democrat,18
gjsentinel.com,Democrat,2073
gjsentinel.com,Republican,464
glamour.com,Democrat,381
glencoverecordpilot.com,Democrat,2180
glendalestar.com,Republican,9589
glenngrothman.com,Republican,47848
glensfallschronicle.com,Republican,2105
globalbankingandfinance.com,Republican,451
globalequality.org,Republican,20866
globaljournalist.org,Democrat,9907
globegazette.com,Democrat,10783
globegazette.com,Republican,436
globenewswire.com,Democrat,6913
globenewswire.com,Republican,9900
gloucestertimes.com,Democrat,3581
gm.com,Republican,722
gmtoday.com,Republican,1276
gmu.edu,Republican,18672
go.com,Democrat,219072
go.com,Republican,73648
goduke.com,Republican,19
goerie.com,Republican,27616
gohmert.com,Republican,22484
goldcountrymedia.com,Republican,1097
goldendalesentinel.com,Republican,433
goldentranscript.net,Democrat,1614
goldrushcam.com,Democrat,50711
goldrushcam.com,Republican,54421
golocalprov.com,Democrat,2
good.is,Democrat,17987
goodmorningamerica.com,Democrat,11152
goodreads.com,Republican,1658
gop.gov,Republican,1576475
goqnotes.com,Democrat,872
gosanangelo.com,Republican,2478
goshennews.com,Republican,2763
goskagit.com,Democrat,15058
goskagit.com,Republican,3733
gothamgazette.com,Democrat,6058
gothamist.com,Democrat,9312
gothamist.com,Republican,3989
goupstate.com,Democrat,4764
goupstate.com,Republican,13600
govconwire.com,Democrat,59
govconwire.com,Republican,1222
governing.com,Democrat,2858
governmentciomedia.com,Democrat,1720
govexec.com,Democrat,37000
govexec.com,Republican,31577
govinfo.gov,Democrat,78703
govinfo.gov,Republican,2
govtech.com,Democrat,36930
govtrack.us,Democrat,8663587
govtrack.us,Independent,41425
govtrack.us,Republican,7350620
gpb.org,Democrat,11057
gpb.org,Republican,2995
gpo.gov,Democrat,42
gracefornewyork.com,Democrat,47209
grandforksherald.com,Democrat,3007
grandforksherald.com,Republican,1575
grandhaventribune.com,Republican,6539
grandrapidsmn.com,Republican,2413
gravesforcongress.com,Republican,47492
gravesforcongress.org,Republican,4203
graydc.com,Democrat,1262
graydc.com,Republican,58640
greatfallstribune.com,Democrat,3227
greatfallstribune.com,Republican,6066
greatlakesnow.org,Democrat,1714
greekcitytimes.com,Democrat,2350
greekcitytimes.com,Republican,2070
greekreporter.com,Republican,5838
greeleytribune.com,Republican,24480
greenbaypressgazette.com,Republican,1034
greenevillesun.com,Republican,3954
greenmatters.com,Republican,436
greensboro.com,Democrat,5002
greensboro.com,Republican,53571
greenvillebusinessmag.com,Republican,5303
greenvilleonline.com,Republican,47779
greenwichfreepress.com,Democrat,7395
greenwichsentinel.com,Democrat,1739
greenwichtime.com,Democrat,3366
greenwichtime.com,Republican,424
greenwooddemocrat.com,Republican,872
gregformontana.com,Republican,47095
gregpenceforcongress.com,Republican,47767
gregwalden.com,Republican,5159
griffindailynews.com,Republican,13
grist.org,Democrat,74
gritdaily.com,Democrat,872
gruntstuff.com,Democrat,402
gruntstuff.com,Republican,868
gtlaw.com,Republican,66
gtthompson.com,Republican,1
guampdn.com,Democrat,4359
guaranteemortgage.com,Republican,161
guitarworld.com,Republican,2205
guyforpa.com,Republican,46976
gvwire.com,Democrat,22464
gvwire.com,Republican,6
gwenmooreforcongress.com,Democrat,48257
