domain,party,counts
swarajyamag.com,Democrat,429
swfllp.com,Democrat,293
swiowanewssource.com,Democrat,448
swiowanewssource.com,Republican,12
swlexledger.com,Republican,1868
swnewsherald.com,Democrat,2616
swnewsmedia.com,Democrat,459
swtimes.com,Republican,8714
swvatoday.com,Democrat,21
swvatoday.com,Republican,10738
sylviaforcongress.com,Democrat,17448
syracuse.com,Democrat,66785
syracuse.com,Republican,65506
syvnews.com,Democrat,857
tabletmag.com,Democrat,2
tahlequahdailypress.com,Democrat,403
tahlequahdailypress.com,Republican,23373
tahoedailytribune.com,Republican,870
talkbusiness.net,Republican,9293
talkingpointsmemo.com,Democrat,195
talkingpointsmemo.com,Republican,2602
talksport.com,Democrat,6
tallahassee.com,Democrat,55534
tallahassee.com,Republican,7522
tampabay.com,Democrat,79643
tampabay.com,Republican,116168
tampabay.org,Democrat,176
tampadispatch.com,Republican,436
tamu.edu,Republican,2490
tamusa.edu,Democrat,11
taosnews.com,Democrat,1667
tapinto.net,Democrat,90263
tapinto.net,Republican,16612
tarrantcounty.com,Republican,11
taskandpurpose.com,Democrat,13206
taylorsvilletimes.com,Republican,9
tbn.org,Republican,461
tbnweekly.com,Democrat,471
tbreporter.com,Democrat,7293
tcpalm.com,Republican,36396
tdn.com,Democrat,10488
tdn.com,Republican,2906
techcrunch.com,Democrat,6429
techdirt.com,Republican,1683
techforcampaigns.org,Democrat,10
technewsworld.com,Democrat,1215
technicianonline.com,Democrat,421
ted.com,Republican,5
tedbudd.com,Republican,47748
tedforcongress.com,Democrat,47590
tedlieu.com,Democrat,47935
tedyoho.com,Republican,25851
teenvogue.com,Democrat,12490
telegram.com,Democrat,3457
telegraph.co.uk,Republican,383
telegraphherald.com,Democrat,10898
telluridenews.com,Democrat,13054
temple-news.com,Democrat,9001
tennessean.com,Democrat,26608
tennessean.com,Republican,3126
terrelltribune.com,Republican,51
tetonvalleynews.net,Republican,806
texarkanagazette.com,Democrat,4142
texarkanagazette.com,Republican,28359
texasinsider.org,Republican,9836
texasmonthly.com,Democrat,6150
texasmonthly.com,Republican,17327
texasobserver.org,Democrat,98
texaspolicy.com,Republican,6
texasstandard.org,Democrat,1308
texasstandard.org,Republican,6521
texastribune.org,Democrat,654788
texastribune.org,Republican,1314723
texomashomepage.com,Democrat,436
texomashomepage.com,Republican,15246
thatballsouttahere.com,Republican,37
thathashtagshow.com,Republican,213
thcnet.com,Democrat,4908
the-dispatch.com,Republican,1609
the-journal.com,Democrat,7
the-journal.com,Republican,24915
the-leader.com,Republican,5246
the74million.org,Democrat,4876
the74million.org,Republican,396
theabingtonjournal.com,Democrat,1613
theadventurer.ca,Republican,1538
theadvertiser.com,Republican,9308
theadvocate.com,Democrat,20123
theadvocate.com,Republican,164099
thealpenanews.com,Republican,17182
theandersonnews.com,Republican,2424
theanswerorlando.com,Republican,215
theappalachianonline.com,Republican,17477
theappeal.org,Democrat,17918
theathletic.com,Democrat,4522
theathletic.com,Republican,54
theatlantavoice.com,Democrat,31693
theatlantic.com,Democrat,18597
theatlantic.com,Republican,22127
theaustralian.com.au,Republican,42
theava.com,Democrat,7254
thebatavian.com,Democrat,2826
thebatesstudent.com,Democrat,534
thebaynet.com,Democrat,6977
theberkshireedge.com,Democrat,1316
thebiglead.com,Republican,5
theblaze.com,Democrat,3235
theblaze.com,Republican,399
theblockcrypto.com,Democrat,374
thebozho.com,Democrat,404
thebrandusa.com,Republican,4
thebrightonblade.com,Democrat,6540
thebrownandwhite.com,Democrat,25485
thebrunswicknews.com,Democrat,3699
thebrunswicknews.com,Republican,29472
thebulletin.org,Democrat,19882
thebusinessjournal.com,Democrat,1900
thecalifornian.com,Democrat,1021
thecampbellsportnews.com,Republican,215
thecanadianencyclopedia.ca,Democrat,13
thecapistranodispatch.com,Democrat,29332
thecapitolist.com,Democrat,4588
thecapitolist.com,Republican,1838
thecatholictelegraph.com,Democrat,1197
thecentersquare.com,Democrat,31666
thecentersquare.com,Republican,44850
thecentralvirginian.com,Democrat,2616
thecharlottepost.com,Democrat,1598
thechestnutpost.com,Democrat,189
thecheyennepost.com,Republican,488
thechicagonetwork.org,Democrat,15
thechiefnews.com,Democrat,3744
thecity.nyc,Democrat,2116
thecoastlandtimes.com,Republican,3834
thecoastnews.com,Democrat,13280
thecolgatemaroonnews.com,Democrat,4796
thecollegepost.com,Democrat,6084
thecolumbiapress.com,Democrat,4340
thecordovatimes.com,Republican,1307
thecounter.org,Democrat,2180
thecourier.com,Republican,31821
thecourierexpress.com,Democrat,362
thecourierexpress.com,Republican,13033
thecrimereport.org,Democrat,4173
thecrimson.com,Democrat,9473
thecut.com,Democrat,2965
thedailybeast.com,Democrat,53066
thedailybeast.com,Republican,21210
thedailyjournal.com,Democrat,18
thedailynews.cc,Republican,872
thedailyreview.com,Republican,416
thedailystar.com,Democrat,27675
thedailystar.com,Republican,413
thedailytimes.com,Republican,596
thedailyworld.com,Democrat,1713
thedailyworld.com,Republican,2102
theday.com,Democrat,18536
theday.com,Republican,2865
thedcline.org,Democrat,3112
thedcpost.com,Democrat,2696
thedenverchannel.com,Democrat,11351
thedenverchannel.com,Republican,788
thedesertreview.com,Democrat,412
thedialog.org,Democrat,9272
thedialog.org,Republican,3243
thedickinsonpress.com,Democrat,433
thedickinsonpress.com,Republican,2100
thedispatch.com,Democrat,4845
thedowneypatriot.com,Democrat,763
thedp.com,Democrat,1258
theeagle.com,Democrat,1307
theeagle.com,Republican,48137
theeastsiderla.com,Democrat,13816
theepochtimes.com,Democrat,1642
theepochtimes.com,Republican,4079
theexaminernews.com,Democrat,1145
thefamuanonline.com,Democrat,3052
thefederalist.com,Democrat,3444
thefederalist.com,Republican,5216
thefencepost.com,Democrat,35102
thefencepost.com,Republican,15276
thefern.org,Democrat,21818
thefiscaltimes.com,Democrat,6976
thefoothillsfocus.com,Republican,20138
theforumnewsgroup.com,Democrat,44
thefulcrum.us,Democrat,33
thegardenisland.com,Democrat,2364
thegazette.com,Democrat,46987
thegazette.com,Republican,1624
theglobeandmail.com,Democrat,867
theglobeandmail.com,Republican,435
thegreatthinkers.org,Democrat,14
thegrio.com,Democrat,710
thegrio.com,Republican,164
theguardian.com,Democrat,50874
theguardian.com,Republican,85223
thehawkeye.com,Democrat,5409
theherald-news.com,Democrat,62168
theherald-news.com,Republican,797
theheraldreview.com,Democrat,460
theheraldreview.com,Republican,455
thehill.com,Democrat,873624
thehill.com,Independent,3839
thehill.com,Republican,424286
thehindu.com,Democrat,2510
thehistorymakers.org,Democrat,15836
thehollywoodgossip.com,Republican,26
thehour.com,Democrat,7783
thehour.com,Republican,6725
thehudsonindependent.com,Democrat,1194
theindependent.com,Democrat,436
theindependent.com,Republican,1656
theindychannel.com,Republican,1
theintell.com,Republican,2761
theintelligencer.com,Democrat,1
theintelligencer.com,Republican,14879
theintelligencer.net,Republican,7847
theintercept.com,Democrat,155666
theintercept.com,Republican,50795
theintermountain.com,Republican,436
theislandnow.com,Democrat,18034
theitem.com,Republican,6796
thejewishnews.com,Democrat,9742
thekansan.com,Republican,914
thelandonline.com,Republican,1744
thelantern.com,Democrat,438
theleadernews.com,Democrat,436
theleadernews.com,Republican,431
theledger.com,Democrat,2754
theledger.com,Republican,11534
thelens.news,Democrat,6825
thelist.com,Republican,22246
thelocalne.ws,Democrat,3052
thelocalvoice.net,Democrat,436
thelog.com,Democrat,17608
themainemag.com,Democrat,21
themaneater.com,Republican,12100
themarysue.com,Democrat,680
themarysue.com,Republican,1635
themercury.com,Republican,4243
themissouritimes.com,Republican,1307
themix.net,Democrat,1308
themobmuseum.org,Republican,48411
themonitor.com,Democrat,37991
themonroetimes.com,Democrat,1
themountainpress.com,Republican,845
themreport.com,Democrat,3778
themtnear.com,Democrat,1194
thenation.com,Democrat,35032
thenationalherald.com,Democrat,2029
thenevadaindependent.com,Democrat,131741
thenevadaindependent.com,Republican,56198
thenews-messenger.com,Republican,868
thenews.org,Republican,5991
thenewsenterprise.com,Republican,3879
thenewsguard.com,Democrat,799
thenewsherald.com,Democrat,2086
thenewsjournal.net,Republican,16029
thenewsstar.com,Republican,25918
thenewstribune.com,Democrat,19592
thenewstribune.com,Republican,326
theoaklandpress.com,Democrat,12729
theoaklandpress.com,Republican,5539
theoakleafnews.com,Democrat,37382
theobserver.com,Democrat,1859
theolympian.com,Democrat,2447
theonefeather.com,Democrat,10400
theorion.com,Republican,5931
thepacker.com,Democrat,2
theperrynews.com,Democrat,8677
thephiladelphiacitizen.org,Democrat,399
thepilot.com,Republican,3108
thepilotnews.com,Democrat,5546
thepilotnews.com,Republican,7464
thepostathens.com,Republican,11666
thepostmillennial.com,Democrat,1278
thepostmillennial.com,Republican,76
thepostsearchlight.com,Democrat,12639
thepresidency.org,Republican,23
thepress.net,Democrat,1191
thepressgroup.net,Democrat,436
theprint.in,Democrat,1613
theprocare.com,Democrat,2
theproducenews.com,Republican,816
theprogressnews.com,Republican,872
thepublicopinion.com,Democrat,436
thepublicopinion.com,Republican,1915
thepublicsradio.org,Democrat,2498
thequint.com,Democrat,600
therampageonline.com,Republican,434
thereader.com,Republican,941
therealdeal.com,Republican,5301
therealnews.com,Democrat,2
therecordherald.com,Democrat,872
therecordherald.com,Republican,3477
therecordnewspaper.org,Democrat,399
therecount.com,Democrat,485
therecount.com,Republican,399
thereflector.com,Republican,10832
thereminder.com,Democrat,3052
thereporter.com,Democrat,6209
thereporteronline.com,Democrat,24505
thereporteronline.net,Democrat,7846
therepublic.com,Democrat,808
therepublic.com,Republican,4703
theretrospect.com,Democrat,823
theringer.com,Democrat,4426
therip.com,Democrat,4
theriverbanknews.com,Democrat,864
therivernewsroom.com,Democrat,5740
therogersvillereview.com,Republican,20
theroot.com,Democrat,57101
theroot.com,Republican,875
thesandpaper.net,Republican,403
thescore.com,Democrat,407
thesentinel.com,Democrat,859
theskanner.com,Democrat,16962
thesnaponline.com,Republican,869
thesouthern.com,Republican,12638
thespacereview.com,Republican,24783
thespectrum.com,Democrat,407
thespectrum.com,Republican,12121
thesportsrush.com,Democrat,387
thestarpress.com,Republican,31941
thestate.com,Democrat,42114
thestate.com,Republican,79552
thestranger.com,Democrat,11407
thestranger.com,Republican,3024
thesubtimes.com,Democrat,19538
thesuburbanite.com,Republican,1
thesun.co.uk,Democrat,2421
thesunchronicle.com,Democrat,3746
thetandd.com,Democrat,1006
thetandd.com,Republican,1185
thetelegraph.com,Democrat,2341
thetelegraph.com,Republican,35890
thetexan.news,Democrat,48607
thetexan.news,Republican,59872
thetimes-tribune.com,Democrat,899
thetimes-tribune.com,Republican,6
thetimesnews.com,Republican,434
thetimestribune.com,Republican,430
thetimesweekly.com,Democrat,24457
thetrumpet.com,Democrat,4
theunion.com,Republican,12532
theverge.com,Democrat,12980
theweek.com,Democrat,2333
theweek.in,Democrat,437
thewesterlysun.com,Democrat,1659
thewesternnews.com,Republican,3650
thewoodstockindependent.com,Democrat,2012
theworldlink.com,Democrat,4147
theworldlink.com,Republican,2894
thewrap.com,Democrat,20
thewrap.com,Republican,5534
thexradio.com,Republican,808
thinkadvisor.com,Democrat,16824
thinkadvisor.com,Republican,410
thirdway.org,Democrat,395
thisisreno.com,Republican,1316
thisweeknews.com,Republican,4779
thomasmassie.com,Republican,47438
thoroughbreddailynews.com,Democrat,6470
thoroughbreddailynews.com,Republican,1308
thumbtack.com,Democrat,21
thv11.com,Republican,21049
tiftongazette.com,Republican,10994
timberjay.com,Republican,12
time.com,Democrat,85194
time.com,Republican,34767
times-georgian.com,Republican,425
times-herald.com,Republican,22206
times-news.com,Democrat,32029
times-news.com,Republican,6678
times-standard.com,Democrat,9609
timescall.com,Democrat,7164
timescall.com,Republican,3816
timesenterprise.com,Democrat,1618
timesenterprise.com,Republican,1127
timesfreepress.com,Democrat,411
timesfreepress.com,Republican,70140
timesherald.com,Democrat,436
timesherald.com,Republican,409
timesheraldonline.com,Democrat,21201
timesjournalonline.com,Democrat,436
timesleader.com,Democrat,3913
timesleader.com,Republican,20827
timesleaderonline.com,Republican,1308
timesnews.net,Republican,1265
timesnownews.com,Democrat,92
timesofisrael.com,Democrat,9410
timesofsandiego.com,Democrat,30462
timesofsandiego.com,Republican,2
timesonline.com,Democrat,7873
timesonline.com,Republican,10069
timesrecordnews.com,Republican,8049
timesreporter.com,Republican,285
timesrepublican.com,Democrat,5325
timesreview.com,Republican,10055
timestelegram.com,Democrat,12439
timesunion.com,Democrat,89418
timesunion.com,Republican,23891
timesuniononline.com,Republican,41728
timryanforcongress.com,Democrat,47505
tiogapublishing.com,Republican,4737
titusvilleherald.com,Democrat,17
tjcoxforcongress.com,Democrat,45971
tmj4.com,Democrat,6668
tmj4.com,Republican,71
tmz.com,Democrat,6934
tnhdigital.com,Democrat,6499
tnledger.com,Democrat,2588
tnledger.com,Republican,1638
today.com,Democrat,1311
todayskccr.com,Republican,525
toledoblade.com,Democrat,47855
toledoblade.com,Republican,21083
tomcoleforcongress.com,Republican,46694
tommcclintock.com,Republican,47813
tommiemedia.com,Democrat,1308
tomohalleran.com,Democrat,47542
tomreedforcongress.com,Republican,47630
tonycardenasforcongress.com,Democrat,47513
toofab.com,Republican,840
torringtontelegram.com,Republican,426
towardfreedom.org,Democrat,395
towleroad.com,Republican,1631
townandcountrymag.com,Democrat,36777
townandcountrymag.com,Republican,3066
tpr.org,Democrat,7339
tpr.org,Republican,1308
trackbill.com,Democrat,76628
trackbill.com,Republican,46820
trains.com,Democrat,24526
transportationtodaynews.com,Democrat,412
transportationtodaynews.com,Republican,2850
travelpulse.com,Democrat,6490
travelweekly.com,Democrat,5660
trentonian.com,Democrat,4330
tri-cityherald.com,Democrat,1308
tri-cityherald.com,Republican,12219
trib.com,Republican,873
tribdem.com,Republican,50396
triblive.com,Democrat,45759
triblive.com,Republican,88662
tribstar.com,Democrat,1716
tribstar.com,Republican,46921
tribtoday.com,Democrat,15592
tribtoday.com,Republican,23785
tribtown.com,Democrat,408
tribtown.com,Republican,25307
tribuneindia.com,Democrat,3298
tribuneledgernews.com,Democrat,131
tribuneledgernews.com,Republican,4659
trinitonian.com,Democrat,1744
trinity-health.org,Republican,64
trinityjournal.com,Democrat,1508
triplicate.com,Democrat,4796
tristatehomepage.com,Democrat,1236
tristatehomepage.com,Republican,6470
troymessenger.com,Republican,6947
troyrecord.com,Democrat,6844
truebluela.com,Democrat,3046
trumbulltimes.com,Democrat,10
trumbulltimes.com,Republican,41
trussvilletribune.com,Democrat,13
trussvilletribune.com,Republican,2613
truthout.org,Democrat,732
tsl.news,Democrat,27016
tsln.com,Democrat,6231
tsln.com,Republican,10390
tspr.org,Democrat,139
ttnews.com,Democrat,9992
ttnews.com,Republican,67017
ttownmedia.com,Republican,422
tucson.com,Democrat,33768
tucson.com,Republican,946
tucsonsentinel.com,Democrat,10545
tucsonsentinel.com,Republican,2920
tucsonweekly.com,Democrat,19217
tuftsdaily.com,Democrat,28571
tullahomanews.com,Republican,1248
tulsaworld.com,Democrat,3136
tulsaworld.com,Republican,73384
tulsi2020.com,Democrat,6498
tulsigabbard.com,Democrat,35960
tumblr.com,Republican,703
tunein.com,Republican,4436
turlockjournal.com,Democrat,2001
turnto10.com,Democrat,23182
turnto23.com,Democrat,7119
turnto23.com,Republican,2097
tvweb.com,Democrat,872
twincities.com,Democrat,7340
twincities.com,Republican,13287
twitter.com,Democrat,12365152
twitter.com,Independent,47079
twitter.com,Republican,9013425
txdirectory.com,Democrat,46960
txdirectory.com,Republican,9301
tylerpaper.com,Democrat,13912
tylerpaper.com,Republican,19727
uab.edu,Republican,4592
ualrpublicradio.org,Republican,15836
uchicago.edu,Democrat,417
uci.edu,Democrat,107
ucsdguardian.org,Democrat,25764
uctangerine.com,Democrat,871
udayton.edu,Democrat,5
udel.edu,Democrat,743
uh.edu,Democrat,1
uky.edu,Republican,1
ultimate-guitar.com,Republican,8280
ultimateclassicrock.com,Republican,14580
umass.edu,Democrat,250
umich.edu,Republican,646
umn.edu,Republican,32
underwoodforcongress.com,Democrat,57278
union-bulletin.com,Democrat,1
union-bulletin.com,Republican,1408
unionleader.com,Democrat,65284
unl.edu,Republican,3307
upi.com,Democrat,1260
upi.com,Republican,5976
upmatters.com,Democrat,12118
upmatters.com,Republican,2616
upnewsinfo.com,Democrat,2
upnorthlive.com,Democrat,404
upnorthlive.com,Republican,14633
uppermichiganssource.com,Republican,14985
uproxx.com,Republican,398
uptownmessenger.com,Democrat,2611
urbanacitizen.com,Republican,1294
urbancny.com,Republican,1
urbanmilwaukee.com,Democrat,7662
urbanmilwaukee.com,Republican,24145
urgentcomm.com,Democrat,22072
uri.edu,Republican,1
usabrad.com,Republican,47544
usafmc.org,Republican,3
usatoday.com,Democrat,113549
usatoday.com,Independent,14953
usatoday.com,Republican,64482
uschamber.com,Democrat,5931
uschamber.com,Republican,22
uscho.com,Democrat,482
usf.edu,Democrat,6
usf.edu,Republican,6097
usmagazine.com,Republican,3161
usnews.com,Democrat,91097
usnews.com,Republican,66069
usni.org,Democrat,3005
usni.org,Republican,4173
utah.edu,Republican,351
utahpolicy.com,Democrat,506
utahpolicy.com,Republican,6699
utexas.edu,Democrat,7514
uticaod.com,Democrat,39001
utilitydive.com,Democrat,31209
utm.edu,Democrat,47922
utsouthwestern.edu,Republican,11
uwbrandingiron.com,Republican,3
vadogwood.com,Democrat,21506
vadogwood.com,Republican,2032
vaildaily.com,Democrat,6549
vaildaily.com,Republican,804
valdemings.com,Democrat,47443
valdostadailytimes.com,Democrat,7687
valdostadailytimes.com,Republican,9617
valleycentral.com,Democrat,2968
valleycentral.com,Republican,3386
valleynewslive.com,Democrat,356
valleynewslive.com,Republican,438
valleytimes-news.com,Republican,2640
vanderbilt.edu,Republican,5063
vandrewforcongress.com,Republican,46398
vanityfair.com,Democrat,17447
vanityfair.com,Republican,2081
vannuysnewspress.com,Republican,6
vantaylor.com,Republican,47521
variety.com,Democrat,5179
vcreporter.com,Democrat,28236
vcreporter.com,Republican,2
vcstar.com,Democrat,22450
vekeo.com,Democrat,1412
venturebeat.com,Democrat,437
verdenews.com,Democrat,1287
verdenews.com,Republican,436
vermontbiz.com,Democrat,403
vermontbiz.com,Republican,3668
vermontstage.org,Republican,1
vernbuchanan.com,Republican,35115
veronicaescobar.com,Democrat,46575
vice.com,Democrat,465
vicentegonzalez.com,Democrat,47682
vicksburgpost.com,Democrat,7742
vickyhartzler.com,Republican,48043
victoriaadvocate.com,Republican,48291
victoryfund.org,Democrat,7
victoryfund.org,Republican,1244
videtteonline.com,Republican,2055
villagesoup.com,Democrat,6434
villeplattetoday.com,Republican,5058
vindy.com,Democrat,5345
virginiabusiness.com,Democrat,2
virginiafoxx.com,Republican,48162
virginiamercury.com,Democrat,19471
virginiamercury.com,Republican,23190
visaliatimesdelta.com,Democrat,436
visaliatimesdelta.com,Republican,8332
viscloskyforcongress.us,Democrat,47386
vnews.com,Democrat,13517
voanews.com,Democrat,21123
voanews.com,Republican,44365
vogue.com,Democrat,5007
voiceofalexandria.com,Democrat,1308
voiceofalexandria.com,Republican,2826
voiceofoc.org,Democrat,10702
voiceofsandiego.org,Democrat,822
voiceofsandiego.org,Republican,25106
voteanthonygonzalez.com,Republican,46973
voteboyle.com,Democrat,48324
votedanbishop.com,Republican,47722
votedavidscott.com,Democrat,83
votedoggett.com,Democrat,39853
voteforlinda.com,Democrat,47573
votefortrey.com,Republican,47525
votejaime.com,Republican,47806
votemorelle.com,Democrat,47447
votesmart.org,Democrat,216564
votesmart.org,Republican,167800
votetimmons.com,Republican,47026
votetipton.com,Republican,45671
votetomrice.com,Republican,35496
votevargas.com,Democrat,44852
votevets.org,Democrat,2003
voteyvette.com,Democrat,47314
vox.com,Democrat,71942
vox.com,Republican,22070
vpr.org,Democrat,3928
vtdigger.org,Democrat,413
vulture.com,Democrat,1308
wa.gov,Democrat,1
waaytv.com,Republican,1705
wabe.org,Democrat,2559
wabe.org,Republican,61951
wabi.tv,Democrat,13847
wabi.tv,Republican,2175
wach.com,Democrat,436
wach.com,Republican,851
wacotrib.com,Democrat,41
wacotrib.com,Republican,1176
waer.org,Republican,2223
wafb.com,Democrat,8324
wafb.com,Republican,5152
waff.com,Republican,40001
wagmtv.com,Democrat,4924
wagmtv.com,Republican,1673
waheagle.com,Republican,2514
wahoo-ashland-waverly.com,Democrat,2802
wahoo-ashland-waverly.com,Republican,1691
wahpetondailynews.com,Democrat,6539
wakeweekly.com,Democrat,10028
walb.com,Democrat,20747
walb.com,Republican,2797
walbergforcongress.com,Republican,47858
walker4nc.com,Republican,1400
walls102.com,Republican,6344
waltontribune.com,Republican,10323
wamc.org,Democrat,87218
wamc.org,Republican,2160
wamu.org,Democrat,10170
wamu.org,Republican,15679
wandtv.com,Republican,7058
wane.com,Democrat,2913
wane.com,Republican,7491
waow.com,Democrat,8307
wapt.com,Democrat,15083
wapt.com,Republican,533
warontherocks.com,Republican,436
warwickonline.com,Democrat,2442
warwickpost.com,Democrat,11943
washingtonblade.com,Democrat,32579
washingtonblade.com,Republican,405
washingtoncitypaper.com,Democrat,475
washingtonexaminer.com,Democrat,25824
washingtonexaminer.com,Independent,1658
washingtonexaminer.com,Republican,44068
washingtoninformer.com,Democrat,870
washingtonmonthly.com,Democrat,3
washingtonnewsday.com,Democrat,23
washingtonnewsday.com,Republican,1
washingtonpost.com,Democrat,779633
washingtonpost.com,Independent,7088
washingtonpost.com,Republican,363866
washingtonstatewire.com,Democrat,9
washingtonstatewire.com,Republican,17
washingtontechnology.com,Democrat,2180
washingtontimes.com,Democrat,27466
washingtontimes.com,Republican,7406
washtimesherald.com,Republican,453
wastedive.com,Democrat,436
wataugademocrat.com,Republican,272
wate.com,Democrat,9893
wate.com,Republican,24151
waterburyobserver.org,Democrat,1117
watersofsuperior.com,Republican,8
waterwaysjournal.net,Democrat,4419
waterwaysjournal.net,Republican,3925
waterworld.com,Republican,1636
wattagnet.com,Democrat,436
wave3.com,Democrat,11000
wave3.com,Republican,28990
wavy.com,Democrat,26641
wavy.com,Republican,18431
wayne.edu,Democrat,1748
wbaa.org,Republican,6753
wbal.com,Democrat,436
wbal.com,Republican,13227
wbaltv.com,Democrat,41066
wbap.com,Democrat,3529
wbap.com,Republican,22982
wbay.com,Republican,19009
wbbjtv.com,Republican,11295
wbckfm.com,Democrat,448
wbez.org,Democrat,1884
wbez.org,Republican,6546
wbfo.org,Democrat,20924
wbfo.org,Republican,13195
wbhm.org,Democrat,436
wbhm.org,Republican,872
wbir.com,Republican,50089
wbiw.com,Republican,17230
wbko.com,Republican,35026
wbng.com,Democrat,16624
wbng.com,Republican,3417
wboc.com,Democrat,6976
wboc.com,Republican,2613
wboi.org,Republican,27
wboy.com,Democrat,817
wboy.com,Republican,1860
wbrc.com,Democrat,18022
wbrc.com,Republican,49999
wbrz.com,Republican,13295
wbsm.com,Democrat,5300
wbtv.com,Democrat,23667
wbtv.com,Republican,66844
wbtw.com,Democrat,436
wbtw.com,Republican,24662
wbur.org,Democrat,101362
wbur.org,Republican,3859
wcax.com,Democrat,9733
wcax.com,Republican,17974
wcbcradio.com,Democrat,23512
wcbi.com,Democrat,1232
wcexaminer.com,Republican,1841
wcfcourier.com,Democrat,7617
wchstv.com,Republican,363
wcia.com,Republican,436
wcjb.com,Democrat,2737
wcjb.com,Republican,31823
wclk.com,Democrat,872
wclo.com,Democrat,202
wclo.com,Republican,1227
wcnc.com,Democrat,20250
wcnc.com,Republican,4628
wcpo.com,Republican,26854
wcsjnews.com,Democrat,9821
wcsjnews.com,Republican,2806
wcti12.com,Democrat,1027
wcti12.com,Republican,3224
wctrib.com,Democrat,2298
wctrib.com,Republican,3
wctv.tv,Democrat,4242
wctv.tv,Republican,872
wcvb.com,Democrat,46597
wcyb.com,Republican,7488
wdam.com,Democrat,3716
wdam.com,Republican,65778
wdbj7.com,Democrat,1
wdbj7.com,Republican,28308
wdef.com,Republican,3866
wdel.com,Democrat,2065
wdet.org,Democrat,37011
wdio.com,Republican,14247
wdiy.org,Democrat,162
wdrb.com,Democrat,8205
wdrb.com,Republican,4473
wdsu.com,Democrat,8311
wdsu.com,Republican,1791
wdtn.com,Republican,28587
wdtv.com,Republican,8446
wearecentralpa.com,Democrat,813
wearecentralpa.com,Republican,1252
wearegreenbay.com,Democrat,8239
wearegreenbay.com,Republican,2451
weareiowa.com,Democrat,2150
weareiowa.com,Republican,1
wearethemighty.com,Democrat,7805
weartv.com,Republican,17640
weatherforddemocrat.com,Republican,4
weau.com,Democrat,2633
webcenterfairbanks.com,Republican,40
wect.com,Republican,3920
weedmaps.com,Democrat,7950
week.com,Democrat,1162
week.com,Republican,9587
weeklycitizen.com,Republican,485
weirtondailytimes.com,Republican,2875
weisradio.com,Democrat,2014
weisradio.com,Republican,1466
welchforcongress.com,Democrat,47370
wemu.org,Democrat,7590
wenatcheeworld.com,Democrat,24301
wenatcheeworld.com,Republican,11066
weny.com,Democrat,1655
weny.com,Republican,13362
wesa.fm,Democrat,6407
wesa.fm,Republican,1300
wesh.com,Democrat,17162
wesh.com,Republican,3924
wesleyanargus.com,Democrat,713
westernmassnews.com,Democrat,18728
westernmassnews.com,Republican,86
westernslopenow.com,Democrat,2180
westernslopenow.com,Republican,419
westfaironline.com,Democrat,1
westkentuckystar.com,Republican,834
westplainsdailyquill.net,Republican,3024
westport-news.com,Democrat,595
westport-news.com,Republican,868
westsiderag.com,Democrat,18148
westvalleyview.com,Democrat,3487
westvalleyview.com,Republican,1764
westword.com,Democrat,35694
westword.com,Republican,4123
wextonforstatesenate.com,Democrat,10519
wfaa.com,Democrat,12331
wfaa.com,Republican,24463
wfae.org,Democrat,14803
wfae.org,Republican,7549
wfla.com,Democrat,11366
wfla.com,Republican,3308
wflx.com,Democrat,26652
wflx.com,Republican,31842
wfmd.com,Democrat,9966
wfmj.com,Democrat,16084
wfmj.com,Republican,42834
wfmynews2.com,Democrat,402
wfmynews2.com,Republican,77988
wfmz.com,Democrat,93291
wfmz.com,Republican,19694
wfpl.org,Democrat,9428
wfpl.org,Republican,9129
wfsb.com,Democrat,35164
wfsb.com,Republican,43
wfsu.org,Democrat,8879
wftv.com,Democrat,52364
wftv.com,Republican,9163
wfu.edu,Republican,525
wfxg.com,Republican,1020
wfxl.com,Democrat,910
wfxrtv.com,Republican,2389
wfyi.org,Democrat,24299
wga.com,Democrat,1274
wgal.com,Republican,8736
wgauradio.com,Democrat,488
wgbh.org,Democrat,40696
wgcu.org,Independent,8986
wgcu.org,Republican,1308
wgem.com,Democrat,26526
wgem.com,Republican,4679
wgil.com,Democrat,614
wgil.com,Republican,1084
wglr.com,Democrat,465
wglr.com,Republican,458
wglt.org,Democrat,3060
wglt.org,Republican,32544
wgmd.com,Republican,11253
wgme.com,Democrat,16538
wgme.com,Republican,436
wgno.com,Republican,407
wgnradio.com,Democrat,6739
wgnradio.com,Republican,4463
wgntv.com,Democrat,12211
wgowam.com,Democrat,872
wgowam.com,Republican,36864
wgrz.com,Democrat,10220
wgrz.com,Republican,11743
wgxa.tv,Democrat,438
wgxa.tv,Republican,3017
whas11.com,Democrat,5668
whatsupnewp.com,Democrat,2847
whbc.com,Democrat,1632
whbl.com,Democrat,1715
whbl.com,Republican,7889
whcuradio.com,Republican,1638
whdh.com,Democrat,21970
whec.com,Democrat,14365
whec.com,Republican,874
whig.com,Republican,10851
whio.com,Democrat,9652
whio.com,Republican,10020
whistleblower.org,Democrat,9156
whistleblower.org,Republican,402
whitehouse.gov,Republican,1030
whittierdailynews.com,Democrat,41759
whmi.com,Democrat,16996
whmi.com,Republican,970
whnt.com,Democrat,3712
whnt.com,Republican,14615
whqr.org,Republican,706
whsv.com,Democrat,33
whsv.com,Republican,20421
whtc.com,Democrat,411
whtc.com,Republican,2573
whyy.org,Democrat,1701
