crawl_id,qry1,qry2,loc_id,q1_length,q2_length,j_similarity
20200915,Donald McEachin,Denver Riggleman,WA-10,12,13,0.4
20201024,Donald McEachin,Denver Riggleman,NY-20,12,12,0.4375
20201110,Donald McEachin,Denver Riggleman,AL-4,12,13,0.4117647058823529
20201122,Francis Rooney,Debbie Mucarsel-Powell,PA-4,12,14,0.2777777777777778
20201031,Francis Rooney,Debbie Mucarsel-Powell,FL-19,14,19,0.35
20200907,Francis Rooney,Debbie Mucarsel-Powell,CT-2,12,13,0.4
20201126,Francis Rooney,Debbie Mucarsel-Powell,FL-8,11,12,0.3333333333333333
20201230,Francis Rooney,Debbie Mucarsel-Powell,MN-7,11,12,0.5384615384615384
20201009,Francis Rooney,Debbie Mucarsel-Powell,AZ-4,12,13,0.3125
20200906,Francis Rooney,Debbie Mucarsel-Powell,FL-15,6,13,0.4166666666666667
20201114,Francis Rooney,Debbie Mucarsel-Powell,TX-11,11,13,0.375
20200912,Francis Rooney,Debbie Mucarsel-Powell,NJ-5,12,13,0.5
20201024,Francis Rooney,Debbie Mucarsel-Powell,TX-28,6,15,0.2857142857142857
20201128,Robert Aderholt,Terri Sewell,GA-14,14,11,0.6153846153846154
20201102,Robert Aderholt,Terri Sewell,LA-5,13,13,0.35294117647058826
20201023,Robert Aderholt,Terri Sewell,GA-14,12,12,0.6153846153846154
20201024,Robert Aderholt,Terri Sewell,NJ-12,11,12,0.6666666666666666
20201126,Robert Aderholt,Terri Sewell,NJ-3,14,11,0.5714285714285714
20201204,Robert Aderholt,Terri Sewell,NY-22,13,10,0.6923076923076923
20201115,Robert Aderholt,Terri Sewell,OH-4,12,11,0.8181818181818182
20201214,Robert Aderholt,Terri Sewell,WI-5,11,0,0.0
20201122,Robert Aderholt,Terri Sewell,CT-1,12,11,0.6666666666666666
20201221,Robert Aderholt,Terri Sewell,DC-AT LARGE,12,14,0.5
20200912,Paul Tonko,Elise Stefanik,IA-3,13,14,0.29411764705882354
20201216,Paul Tonko,Elise Stefanik,SC-6,12,13,0.25
20201014,Paul Tonko,Elise Stefanik,KY-5,12,13,0.23529411764705882
20201208,Paul Tonko,Elise Stefanik,VA-9,12,13,0.3333333333333333
20201027,Paul Tonko,Elise Stefanik,TX-13,13,14,0.21052631578947367
20201020,Paul Tonko,Elise Stefanik,TX-32,11,16,0.2222222222222222
20201201,Paul Tonko,Elise Stefanik,TN-5,11,15,0.2222222222222222
20201103,Paul Tonko,Elise Stefanik,CA-39,15,13,0.35294117647058826
20201118,Paul Tonko,Elise Stefanik,WA-9,13,14,0.3333333333333333
20200911,Paul Tonko,Elise Stefanik,PA-11,13,12,0.4
20201231,Dan Newhouse,Derek Kilmer,MI-8,14,11,0.35294117647058826
20201212,Dan Newhouse,Derek Kilmer,AR-4,15,12,0.35294117647058826
20201030,Dan Newhouse,Derek Kilmer,TX-27,13,12,0.4375
20201217,Dan Newhouse,Derek Kilmer,AZ-2,14,12,0.29411764705882354
20200912,Dan Newhouse,Derek Kilmer,VA-1,11,11,0.5
20201031,Dan Newhouse,Derek Kilmer,LA-1,12,12,0.375
20201018,Dan Newhouse,Derek Kilmer,AK-AT LARGE,14,12,0.375
20201008,Dan Newhouse,Derek Kilmer,OH-12,13,13,0.4666666666666667
20201002,Dan Newhouse,Derek Kilmer,FL-7,12,11,0.42857142857142855
20200920,Dan Newhouse,Derek Kilmer,CA-22,13,12,0.4666666666666667
20201023,Angie Craig,Pete Stauber,MN-7,13,12,0.2777777777777778
20201009,Angie Craig,Pete Stauber,TX-21,17,14,0.2857142857142857
20201225,Angie Craig,Pete Stauber,KY-1,12,15,0.4375
20201208,Angie Craig,Pete Stauber,LA-2,13,12,0.3333333333333333
20201119,Angie Craig,Pete Stauber,KY-2,12,13,0.3157894736842105
20200920,Angie Craig,Pete Stauber,WA-1,12,12,0.4
20201118,Angie Craig,Pete Stauber,CA-53,12,13,0.3888888888888889
20201019,Angie Craig,Pete Stauber,WA-1,17,12,0.3
20201004,Angie Craig,Pete Stauber,FL-9,17,13,0.3
20201109,Angie Craig,Pete Stauber,FL-15,13,12,0.3333333333333333
20201108,Justin Amash,Elissa Slotkin,SC-1,13,14,0.25
20201225,Justin Amash,Elissa Slotkin,CA-43,0,11,0.0
20200911,Justin Amash,Elissa Slotkin,OH-4,12,14,0.15789473684210525
20201006,Justin Amash,Elissa Slotkin,MD-5,12,15,0.2631578947368421
20201126,Justin Amash,Elissa Slotkin,FL-24,12,12,0.3125
20201103,Justin Amash,Elissa Slotkin,UT-4,13,15,0.19047619047619047
20201019,Justin Amash,Elissa Slotkin,IL-13,15,13,0.2631578947368421
20200914,Justin Amash,Elissa Slotkin,OH-6,12,12,0.35294117647058826
20200930,Justin Amash,Elissa Slotkin,PA-1,6,15,0.05555555555555555
20200919,Justin Amash,Elissa Slotkin,VA-5,14,12,0.3157894736842105
20201127,Pete Olson,Colin Allred,FL-22,12,12,0.35714285714285715
20201022,Pete Olson,Colin Allred,MI-5,13,17,0.2631578947368421
20201025,Pete Olson,Colin Allred,MN-6,13,17,0.2777777777777778
20201123,Pete Olson,Colin Allred,OH-5,12,11,0.35714285714285715
20201116,Pete Olson,Colin Allred,CA-3,13,12,0.3333333333333333
20201218,Pete Olson,Colin Allred,CT-5,10,12,0.5454545454545454
20201126,Pete Olson,Colin Allred,CA-6,12,12,0.35714285714285715
20201120,Pete Olson,Colin Allred,ID-2,12,13,0.3333333333333333
20201130,Pete Olson,Colin Allred,FL-11,12,12,0.35714285714285715
20201105,Pete Olson,Colin Allred,CA-11,12,17,0.2222222222222222
20200914,Jeff Van Drew,Frank Pallone,MN-4,13,12,0.2777777777777778
20201231,Jeff Van Drew,Frank Pallone,AL-1,11,12,0.29411764705882354
20201021,Jeff Van Drew,Frank Pallone,TN-8,16,11,0.2631578947368421
20201030,Jeff Van Drew,Frank Pallone,FL-19,14,12,0.2
20201002,Jeff Van Drew,Frank Pallone,TN-6,15,12,0.3684210526315789
20200913,Jeff Van Drew,Frank Pallone,MA-3,13,13,0.25
20201020,Jeff Van Drew,Frank Pallone,NY-5,16,11,0.29411764705882354
20201105,Jeff Van Drew,Frank Pallone,AZ-7,15,13,0.25
20201106,Jeff Van Drew,Frank Pallone,TX-12,15,13,0.19047619047619047
20201117,Jeff Van Drew,Frank Pallone,VA-3,13,12,0.2777777777777778
20201225,Ron Wright,Lloyd Doggett,NY-7,13,13,0.15789473684210525
20201030,Ron Wright,Lloyd Doggett,GA-12,11,12,0.42857142857142855
20201126,Ron Wright,Lloyd Doggett,NC-3,13,12,0.4666666666666667
20201118,Ron Wright,Lloyd Doggett,VA-9,13,12,0.4666666666666667
20201008,Ron Wright,Lloyd Doggett,CA-42,12,13,0.4666666666666667
20201209,Ron Wright,Lloyd Doggett,NE-3,14,13,0.375
20201015,Ron Wright,Lloyd Doggett,CA-17,12,12,0.5
20200919,Ron Wright,Lloyd Doggett,TX-7,13,12,0.4
20201125,Ron Wright,Lloyd Doggett,CA-18,13,12,0.4666666666666667
20201003,Ron Wright,Lloyd Doggett,CO-6,12,12,0.42857142857142855
20201111,Tom O'Halleran,Andy Biggs,TX-29,16,11,0.3684210526315789
20201009,Tom O'Halleran,Andy Biggs,TX-21,15,12,0.5
20201215,Tom O'Halleran,Andy Biggs,FL-9,13,12,0.3333333333333333
20200902,Tom O'Halleran,Andy Biggs,NY-10,13,10,0.4375
20201001,Tom O'Halleran,Andy Biggs,WA-10,10,0,0.0
20201010,Tom O'Halleran,Andy Biggs,KS-1,15,13,0.47058823529411764
20201229,Tom O'Halleran,Andy Biggs,NM-3,12,0,0.0
20201230,Tom O'Halleran,Andy Biggs,VA-8,12,13,0.3333333333333333
20201223,Tom O'Halleran,Andy Biggs,CA-24,12,14,0.3
20201224,Tom O'Halleran,Andy Biggs,NC-1,13,14,0.3
20200921,Bill Flores,Eddie Bernice Johnson,NY-24,12,12,0.4
20201104,Bill Flores,Eddie Bernice Johnson,NY-12,10,13,0.4
20201216,Bill Flores,Eddie Bernice Johnson,WI-8,11,11,0.3333333333333333
20201113,Bill Flores,Eddie Bernice Johnson,IL-6,11,13,0.5
20200919,Bill Flores,Eddie Bernice Johnson,NY-13,12,12,0.4
20201006,Bill Flores,Eddie Bernice Johnson,NY-1,12,13,0.4
20201118,Bill Flores,Eddie Bernice Johnson,NY-7,12,12,0.4
20201209,Bill Flores,Eddie Bernice Johnson,TX-30,13,13,0.29411764705882354
20201105,Bill Flores,Eddie Bernice Johnson,TX-22,6,12,0.3076923076923077
20201115,Bill Flores,Eddie Bernice Johnson,CA-40,12,13,0.375
20201229,Lance Gooden,Filemon Vela Jr.,TX-26,15,0,0.0
20201101,Lance Gooden,Filemon Vela Jr.,LA-6,12,13,0.4117647058823529
20200904,Lance Gooden,Filemon Vela Jr.,GA-13,12,13,0.4375
20200907,Lance Gooden,Filemon Vela Jr.,DC-AT LARGE,12,13,0.4375
20201006,Lance Gooden,Filemon Vela Jr.,TN-4,12,13,0.5
20201109,Lance Gooden,Filemon Vela Jr.,WA-4,12,13,0.4375
20201110,Lance Gooden,Filemon Vela Jr.,AZ-3,12,13,0.4375
20201025,Lance Gooden,Filemon Vela Jr.,FL-20,11,12,0.5714285714285714
20201202,Lance Gooden,Filemon Vela Jr.,MO-6,11,12,0.5714285714285714
20201029,Lance Gooden,Filemon Vela Jr.,AL-6,11,12,0.5714285714285714
20201212,Mary Gay Scanlon,Lloyd Smucker,IN-9,10,10,0.42857142857142855
20200919,Mary Gay Scanlon,Lloyd Smucker,MN-3,12,12,0.42857142857142855
20201201,Mary Gay Scanlon,Lloyd Smucker,AZ-8,11,10,0.46153846153846156
20201207,Mary Gay Scanlon,Lloyd Smucker,FL-25,11,9,0.46153846153846156
20201210,Mary Gay Scanlon,Lloyd Smucker,NY-19,11,10,0.35714285714285715
20201110,Mary Gay Scanlon,Lloyd Smucker,NJ-8,12,11,0.4
20201225,Mary Gay Scanlon,Lloyd Smucker,PA-1,0,12,0.0
20201003,Mary Gay Scanlon,Lloyd Smucker,FL-6,13,13,0.29411764705882354
20201223,Mary Gay Scanlon,Lloyd Smucker,VA-8,12,12,0.35294117647058826
20201010,Mary Gay Scanlon,Lloyd Smucker,IL-9,12,10,0.46153846153846156
20201005,Michael McCaul,Vicente Gonzalez,TN-1,12,0,0.0
20201011,Michael McCaul,Vicente Gonzalez,GA-13,13,11,0.29411764705882354
20201017,Michael McCaul,Vicente Gonzalez,NC-10,15,11,0.2631578947368421
20201104,Michael McCaul,Vicente Gonzalez,GA-11,16,14,0.3
20201225,Michael McCaul,Vicente Gonzalez,MI-13,12,12,0.5
20201120,Michael McCaul,Vicente Gonzalez,NY-15,13,12,0.5
20200910,Michael McCaul,Vicente Gonzalez,MD-8,12,12,0.3333333333333333
20201105,Michael McCaul,Vicente Gonzalez,NY-25,18,15,0.3181818181818182
20201129,Michael McCaul,Vicente Gonzalez,OH-7,11,13,0.5333333333333333
20201201,Michael McCaul,Vicente Gonzalez,NC-9,12,13,0.375
20201220,Michael Waltz,Darren Soto,IN-6,13,11,0.375
20201016,Michael Waltz,Darren Soto,MO-2,12,13,0.375
20200910,Michael Waltz,Darren Soto,OH-12,13,12,0.3125
20201020,Michael Waltz,Darren Soto,VA-6,11,12,0.5384615384615384
20201118,Michael Waltz,Darren Soto,AR-4,12,12,0.5
20201228,Michael Waltz,Darren Soto,MD-2,12,12,0.3125
20200902,Michael Waltz,Darren Soto,MA-3,12,12,0.3333333333333333
20201226,Michael Waltz,Darren Soto,FL-10,12,12,0.23529411764705882
20201223,Michael Waltz,Darren Soto,SC-3,13,12,0.23529411764705882
20201120,Michael Waltz,Darren Soto,VA-11,12,13,0.4375
20200929,Al Lawson,Brian Mast,WV-2,12,12,0.375
20201028,Al Lawson,Brian Mast,CA-38,11,12,0.5
20201008,Al Lawson,Brian Mast,CA-17,13,15,0.29411764705882354
20201029,Al Lawson,Brian Mast,AL-7,12,13,0.35294117647058826
20201127,Al Lawson,Brian Mast,GA-2,11,12,0.42857142857142855
20201224,Al Lawson,Brian Mast,CA-29,14,11,0.35294117647058826
20200903,Al Lawson,Brian Mast,AL-3,13,13,0.25
20201113,Al Lawson,Brian Mast,MA-2,11,13,0.3333333333333333
20201210,Al Lawson,Brian Mast,SC-2,12,12,0.3125
20201227,Al Lawson,Brian Mast,TX-16,11,13,0.4
20201026,Raúl Grijalva,Andy Biggs,CA-7,12,12,0.4666666666666667
20201009,Raúl Grijalva,Andy Biggs,IL-7,12,12,0.4666666666666667
20201224,Raúl Grijalva,Andy Biggs,GA-10,0,14,0.0
20201208,Raúl Grijalva,Andy Biggs,CA-16,12,14,0.2631578947368421
20201221,Raúl Grijalva,Andy Biggs,MA-6,11,12,0.375
20201025,Raúl Grijalva,Andy Biggs,OR-5,12,12,0.4666666666666667
20201019,Raúl Grijalva,Andy Biggs,TN-9,0,15,0.0
20200904,Raúl Grijalva,Andy Biggs,OR-3,12,12,0.4666666666666667
20201120,Raúl Grijalva,Andy Biggs,WI-3,11,15,0.2631578947368421
20201223,Raúl Grijalva,Andy Biggs,TX-24,0,15,0.0
20201017,Devin Nunes,Nanette Barragán,GA-5,13,12,0.29411764705882354
20201027,Devin Nunes,Nanette Barragán,CA-30,12,12,0.375
20201114,Devin Nunes,Nanette Barragán,TX-5,16,11,0.3333333333333333
20201105,Devin Nunes,Nanette Barragán,IA-4,15,13,0.2777777777777778
20201115,Devin Nunes,Nanette Barragán,NJ-8,17,12,0.23809523809523808
20201230,Devin Nunes,Nanette Barragán,MN-7,15,11,0.2777777777777778
20200910,Devin Nunes,Nanette Barragán,CA-41,13,6,0.3076923076923077
20201220,Devin Nunes,Nanette Barragán,PA-16,13,11,0.29411764705882354
20201116,Devin Nunes,Nanette Barragán,FL-25,16,11,0.2631578947368421
20201112,Devin Nunes,Nanette Barragán,OR-1,16,11,0.3157894736842105
20201019,Michael McCaul,Veronica Escobar,ID-2,14,12,0.25
20201124,Michael McCaul,Veronica Escobar,NY-14,13,13,0.3157894736842105
20201027,Michael McCaul,Veronica Escobar,NY-7,11,12,0.42857142857142855
20201002,Michael McCaul,Veronica Escobar,MI-14,16,12,0.3888888888888889
20201229,Michael McCaul,Veronica Escobar,OH-7,12,0,0.0
20201201,Michael McCaul,Veronica Escobar,FL-12,12,11,0.3125
20201113,Michael McCaul,Veronica Escobar,AZ-6,13,12,0.35294117647058826
20201007,Michael McCaul,Veronica Escobar,AL-1,12,12,0.4375
20201004,Michael McCaul,Veronica Escobar,WI-6,15,12,0.3888888888888889
20201108,Michael McCaul,Veronica Escobar,OH-6,14,12,0.3333333333333333
20201221,Lucy McBath,Rick W. Allen,CA-4,13,13,0.21052631578947367
20201004,Lucy McBath,Rick W. Allen,FL-13,10,13,0.3125
20201124,Lucy McBath,Rick W. Allen,TX-36,13,13,0.15789473684210525
20201017,Lucy McBath,Rick W. Allen,FL-23,16,13,0.25
20201003,Lucy McBath,Rick W. Allen,MN-3,10,13,0.25
20201026,Lucy McBath,Rick W. Allen,MD-6,15,12,0.2
20201217,Lucy McBath,Rick W. Allen,KS-2,11,13,0.2222222222222222
20200909,Lucy McBath,Rick W. Allen,FL-3,11,12,0.26666666666666666
20201231,Lucy McBath,Rick W. Allen,NC-5,9,13,0.2222222222222222
20200908,Lucy McBath,Rick W. Allen,GA-2,11,12,0.25
20201026,Denver Riggleman,Abigail Spanberger,NY-25,18,15,0.24
20201030,Denver Riggleman,Abigail Spanberger,TX-32,15,14,0.3
20200914,Denver Riggleman,Abigail Spanberger,PA-1,13,14,0.4375
20201024,Denver Riggleman,Abigail Spanberger,KY-6,12,15,0.3157894736842105
20201219,Denver Riggleman,Abigail Spanberger,FL-20,15,17,0.22727272727272727
20201229,Denver Riggleman,Abigail Spanberger,NC-11,13,14,0.35
20201221,Denver Riggleman,Abigail Spanberger,CT-4,16,0,0.0
20201012,Denver Riggleman,Abigail Spanberger,TX-16,14,15,0.4444444444444444
20201013,Denver Riggleman,Abigail Spanberger,MN-1,15,14,0.5
20201007,Denver Riggleman,Abigail Spanberger,GA-10,13,14,0.5625
20201007,Michael Waltz,Ted Deutch,TX-20,11,12,0.26666666666666666
20201023,Michael Waltz,Ted Deutch,FL-26,11,12,0.5384615384615384
20200907,Michael Waltz,Ted Deutch,KY-3,12,12,0.26666666666666666
20201117,Michael Waltz,Ted Deutch,KY-2,12,12,0.375
20201008,Michael Waltz,Ted Deutch,GA-7,12,13,0.3333333333333333
20200930,Michael Waltz,Ted Deutch,NC-13,12,14,0.2222222222222222
20201130,Michael Waltz,Ted Deutch,MA-3,12,12,0.25
20201108,Michael Waltz,Ted Deutch,VA-5,15,14,0.3333333333333333
20200921,Michael Waltz,Ted Deutch,TX-26,12,13,0.3333333333333333
20201025,Michael Waltz,Ted Deutch,IL-4,10,12,0.5833333333333334
20201002,Greg Walden,Kurt Schrader,IL-17,6,12,0.4166666666666667
20201006,Greg Walden,Kurt Schrader,IL-1,13,12,0.4
20201219,Greg Walden,Kurt Schrader,AZ-8,15,12,0.29411764705882354
20201008,Greg Walden,Kurt Schrader,CA-32,13,13,0.4666666666666667
20201009,Greg Walden,Kurt Schrader,MN-2,13,13,0.4375
20201126,Greg Walden,Kurt Schrader,PA-16,14,13,0.35294117647058826
20201025,Greg Walden,Kurt Schrader,PA-10,13,12,0.4666666666666667
20201210,Greg Walden,Kurt Schrader,VA-3,15,11,0.23529411764705882
20201203,Greg Walden,Kurt Schrader,GA-12,13,13,0.3125
20201106,Greg Walden,Kurt Schrader,OH-10,16,15,0.3181818181818182
20201118,Mark Pocan,Glenn Grothman,IL-3,15,16,0.3157894736842105
20201005,Mark Pocan,Glenn Grothman,NM-1,12,13,0.4375
20201015,Mark Pocan,Glenn Grothman,NC-3,14,15,0.3333333333333333
20201222,Mark Pocan,Glenn Grothman,MA-4,13,14,0.3
20201220,Mark Pocan,Glenn Grothman,KS-3,13,14,0.3
20201206,Mark Pocan,Glenn Grothman,LA-4,13,13,0.47058823529411764
20200908,Mark Pocan,Glenn Grothman,OH-5,13,15,0.35294117647058826
20201022,Mark Pocan,Glenn Grothman,AL-4,13,15,0.35294117647058826
20200911,Mark Pocan,Glenn Grothman,TX-7,15,6,0.26666666666666666
20200913,Mark Pocan,Glenn Grothman,SC-4,14,13,0.375
20201019,Marcia Fudge,Troy Balderson,NJ-12,13,13,0.3333333333333333
20201225,Marcia Fudge,Troy Balderson,CA-1,13,13,0.3157894736842105
20201216,Marcia Fudge,Troy Balderson,KY-4,15,12,0.25
20201013,Marcia Fudge,Troy Balderson,CA-32,13,15,0.3157894736842105
20200907,Marcia Fudge,Troy Balderson,WV-2,12,13,0.375
20201215,Marcia Fudge,Troy Balderson,MA-6,15,13,0.2
20201121,Marcia Fudge,Troy Balderson,MT-AT LARGE,12,13,0.375
20201009,Marcia Fudge,Troy Balderson,TN-9,15,13,0.4117647058823529
20201130,Marcia Fudge,Troy Balderson,TN-5,14,12,0.35294117647058826
20201219,Marcia Fudge,Troy Balderson,GA-7,16,13,0.22727272727272727
20201017,Kathleen Rice,Elise Stefanik,IN-2,13,17,0.25
20201025,Kathleen Rice,Elise Stefanik,VA-6,13,15,0.18181818181818182
20201112,Kathleen Rice,Elise Stefanik,FL-11,12,15,0.19047619047619047
20201001,Kathleen Rice,Elise Stefanik,MS-1,0,13,0.0
20201127,Kathleen Rice,Elise Stefanik,AZ-3,11,12,0.5
20201209,Kathleen Rice,Elise Stefanik,FL-12,11,14,0.29411764705882354
20201226,Kathleen Rice,Elise Stefanik,CA-5,12,13,0.2222222222222222
20200913,Kathleen Rice,Elise Stefanik,CA-3,11,12,0.4
20201115,Kathleen Rice,Elise Stefanik,SC-3,12,15,0.2631578947368421
20201018,Kathleen Rice,Elise Stefanik,TX-9,12,17,0.18181818181818182
20201224,Mac Thornberry,Marc Veasey,AR-2,15,12,0.2222222222222222
20201117,Mac Thornberry,Marc Veasey,SC-5,12,12,0.26666666666666666
20201222,Mac Thornberry,Marc Veasey,DC-AT LARGE,14,12,0.29411764705882354
20201024,Mac Thornberry,Marc Veasey,NY-6,12,12,0.25
20201218,Mac Thornberry,Marc Veasey,TN-3,15,13,0.21052631578947367
20201001,Mac Thornberry,Marc Veasey,GA-12,13,12,0.42857142857142855
20201020,Mac Thornberry,Marc Veasey,OH-4,12,12,0.25
20201013,Mac Thornberry,Marc Veasey,OH-3,12,12,0.26666666666666666
20201015,Mac Thornberry,Marc Veasey,MA-6,12,12,0.26666666666666666
20201109,Mac Thornberry,Marc Veasey,MA-4,15,11,0.23529411764705882
20201021,Steny Hoyer,Lance Gooden,FL-21,15,11,0.3
20200915,Steny Hoyer,Lance Gooden,AL-6,15,12,0.3
20201004,Steny Hoyer,Lance Gooden,KS-4,15,12,0.3
20200912,Steny Hoyer,Lance Gooden,FL-15,13,12,0.4117647058823529
20200929,Steny Hoyer,Lance Gooden,PA-15,13,12,0.4117647058823529
20201214,Steny Hoyer,Lance Gooden,OR-1,15,13,0.23809523809523808
20201224,Steny Hoyer,Lance Gooden,NY-17,13,0,0.0
20201219,Steny Hoyer,Lance Gooden,CA-4,12,12,0.375
20201120,Steny Hoyer,Lance Gooden,OH-9,13,12,0.25
20201230,Steny Hoyer,Lance Gooden,AZ-1,12,12,0.4375
20201031,Brad Sherman,Susan Brooks,WI-6,13,12,0.4666666666666667
20201003,Brad Sherman,Susan Brooks,NH-1,12,12,0.3333333333333333
20201215,Brad Sherman,Susan Brooks,MN-7,0,12,0.0
20201024,Brad Sherman,Susan Brooks,NV-1,12,12,0.42857142857142855
20201220,Brad Sherman,Susan Brooks,KY-6,12,13,0.4666666666666667
20201231,Brad Sherman,Susan Brooks,WA-7,12,12,0.5
20201110,Brad Sherman,Susan Brooks,MN-2,13,13,0.5333333333333333
20200921,Brad Sherman,Susan Brooks,WI-3,13,6,0.4166666666666667
20201119,Brad Sherman,Susan Brooks,NJ-1,13,12,0.4666666666666667
20201107,Brad Sherman,Susan Brooks,NY-8,13,12,0.4666666666666667
20201227,Greg Pence,Lacy Clay,IL-4,11,11,0.3125
20201029,Greg Pence,Lacy Clay,CA-17,12,12,0.2777777777777778
20201229,Greg Pence,Lacy Clay,OK-3,11,11,0.4
20201228,Greg Pence,Lacy Clay,NC-6,11,0,0.0
20201119,Greg Pence,Lacy Clay,IL-2,12,6,0.3076923076923077
20201003,Greg Pence,Lacy Clay,FL-20,13,12,0.3333333333333333
20201114,Greg Pence,Lacy Clay,PA-18,13,12,0.2777777777777778
20201118,Greg Pence,Lacy Clay,CA-25,13,12,0.3333333333333333
20201113,Greg Pence,Lacy Clay,MD-8,13,11,0.29411764705882354
20201109,Greg Pence,Lacy Clay,IL-4,13,12,0.2631578947368421
20200919,Bennie Thompson,Lance Gooden,VA-7,14,12,0.3333333333333333
20200901,Bennie Thompson,Lance Gooden,PA-11,13,12,0.5
20200905,Bennie Thompson,Lance Gooden,MI-7,12,12,0.5333333333333333
20200911,Bennie Thompson,Lance Gooden,MS-3,12,12,0.4666666666666667
20200930,Bennie Thompson,Lance Gooden,NJ-6,12,12,0.4375
20200914,Bennie Thompson,Lance Gooden,MI-9,12,13,0.4117647058823529
20201208,Bennie Thompson,Lance Gooden,NC-8,12,12,0.35294117647058826
20201231,Bennie Thompson,Lance Gooden,AR-3,12,12,0.375
20200903,Bennie Thompson,Lance Gooden,PA-14,12,6,0.3076923076923077
20201106,Bennie Thompson,Lance Gooden,CA-8,15,15,0.3181818181818182
20201004,Ross Spano,Cedric Richmond,GA-14,15,14,0.3
20201126,Ross Spano,Cedric Richmond,PA-6,12,17,0.19047619047619047
20200915,Ross Spano,Cedric Richmond,PA-4,13,12,0.2222222222222222
20201109,Ross Spano,Cedric Richmond,MD-7,13,15,0.3
20201022,Ross Spano,Cedric Richmond,MS-1,13,16,0.17391304347826086
20201205,Ross Spano,Cedric Richmond,NJ-7,13,15,0.18181818181818182
20201212,Ross Spano,Cedric Richmond,IL-12,12,15,0.23809523809523808
20201206,Ross Spano,Cedric Richmond,TX-10,13,14,0.2631578947368421
20200921,Ross Spano,Cedric Richmond,IN-3,13,14,0.3157894736842105
20201111,Ross Spano,Cedric Richmond,GA-1,12,16,0.18181818181818182
20201005,Peter T. King,Peter DeFazio,OH-2,12,15,0.2777777777777778
20201023,Peter T. King,Peter DeFazio,AZ-5,12,14,0.29411764705882354
20201125,Peter T. King,Peter DeFazio,IN-9,11,12,0.35714285714285715
20201016,Peter T. King,Peter DeFazio,AR-4,12,18,0.25
20201213,Peter T. King,Peter DeFazio,NM-3,0,12,0.0
20201013,Peter T. King,Peter DeFazio,PA-17,12,12,0.3125
20201204,Peter T. King,Peter DeFazio,CA-11,12,13,0.29411764705882354
20201105,Peter T. King,Peter DeFazio,CO-2,12,17,0.3
20200908,Peter T. King,Peter DeFazio,TX-17,12,12,0.3333333333333333
20201121,Peter T. King,Peter DeFazio,CA-42,14,13,0.2777777777777778
20200929,Nancy Pelosi,Austin Scott,IN-5,16,12,0.14285714285714285
20201128,Nancy Pelosi,Austin Scott,MN-3,13,13,0.2777777777777778
20201221,Nancy Pelosi,Austin Scott,OK-4,15,12,0.15
20201009,Nancy Pelosi,Austin Scott,MD-5,16,11,0.15
20201204,Nancy Pelosi,Austin Scott,TN-2,15,14,0.13043478260869565
20201214,Nancy Pelosi,Austin Scott,HI-2,15,10,0.2222222222222222
20200913,Nancy Pelosi,Austin Scott,MO-5,15,11,0.17647058823529413
20201117,Nancy Pelosi,Austin Scott,AZ-7,16,13,0.22727272727272727
20201125,Nancy Pelosi,Austin Scott,MD-8,14,12,0.16666666666666666
20201115,Nancy Pelosi,Austin Scott,CA-49,15,13,0.18181818181818182
20201028,Jared Golden,Scott DesJarlais,NY-6,15,9,0.4375
20200908,Jared Golden,Scott DesJarlais,AR-3,13,9,0.5833333333333334
20201202,Jared Golden,Scott DesJarlais,CA-15,13,9,0.5
20201122,Jared Golden,Scott DesJarlais,NV-2,13,9,0.5
20200920,Jared Golden,Scott DesJarlais,WA-5,13,10,0.5
20200919,Jared Golden,Scott DesJarlais,MO-1,13,10,0.5
20201223,Jared Golden,Scott DesJarlais,KS-1,15,8,0.4666666666666667
20200904,Jared Golden,Scott DesJarlais,CA-18,14,9,0.4666666666666667
20201124,Jared Golden,Scott DesJarlais,GA-11,15,9,0.4666666666666667
20201209,Jared Golden,Scott DesJarlais,MN-3,14,9,0.5
20201218,Dwight Evans,Dan Newhouse,PA-13,10,14,0.23529411764705882
20201224,Dwight Evans,Dan Newhouse,GA-3,10,14,0.23529411764705882
20201125,Dwight Evans,Dan Newhouse,KY-4,10,12,0.35714285714285715
20201102,Dwight Evans,Dan Newhouse,NC-2,10,13,0.3333333333333333
20201129,Dwight Evans,Dan Newhouse,CA-23,10,12,0.35714285714285715
20201119,Dwight Evans,Dan Newhouse,FL-1,10,14,0.3333333333333333
20201017,Dwight Evans,Dan Newhouse,VA-1,10,15,0.29411764705882354
20200905,Dwight Evans,Dan Newhouse,ND-AT LARGE,10,13,0.17647058823529413
20201109,Dwight Evans,Dan Newhouse,OK-4,11,11,0.26666666666666666
20201211,Dwight Evans,Dan Newhouse,CA-37,10,15,0.23529411764705882
20201228,Mo Brooks,Dwight Evans,AZ-4,14,10,0.1875
20201019,Mo Brooks,Dwight Evans,OH-9,13,10,0.23529411764705882
20200909,Mo Brooks,Dwight Evans,TX-8,12,10,0.1875
20201118,Mo Brooks,Dwight Evans,IA-1,13,10,0.5
20201010,Mo Brooks,Dwight Evans,CA-47,11,10,0.1875
20201124,Mo Brooks,Dwight Evans,CO-5,14,10,0.3333333333333333
20201025,Mo Brooks,Dwight Evans,SC-3,12,10,0.25
20200907,Mo Brooks,Dwight Evans,FL-7,12,10,0.1875
