domain,serp_rank,is_home_district,category,counts,classification
orlandosentinel.com,8.0,True,news,26,local
orlandosentinel.com,9.0,False,news,21352,local
orlandosentinel.com,9.0,True,news,56,local
orlandosentinel.com,10.0,False,news,20845,local
orlandosentinel.com,10.0,True,news,49,local
orlandosentinel.com,11.0,False,news,17950,local
orlandosentinel.com,11.0,True,news,30,local
orlandosentinel.com,12.0,False,news,5340,local
orlandosentinel.com,12.0,True,news,22,local
orlandosentinel.com,13.0,False,news,2920,local
orlandosentinel.com,13.0,True,news,5,local
orlandosentinel.com,14.0,False,news,3836,local
orlandosentinel.com,14.0,True,news,6,local
orlandosentinel.com,15.0,False,news,1746,local
orlandosentinel.com,15.0,True,news,4,local
orlandosentinel.com,16.0,False,news,1432,local
orlandosentinel.com,16.0,True,news,2,local
orlandosentinel.com,17.0,False,news,103,local
orlandosentinel.com,18.0,False,news,1044,local
orlandosentinel.com,19.0,False,news,1219,local
orlandosentinel.com,19.0,True,news,1,local
orlandosentinel.com,20.0,False,news,1296,local
orlandosentinel.com,20.0,True,news,4,local
orlandosentinel.com,21.0,False,news,1214,local
orlandosentinel.com,21.0,True,news,1,local
orlandosentinel.com,22.0,False,news,699,local
orlandosentinel.com,22.0,True,news,3,local
orlandosentinel.com,23.0,False,news,1066,local
orlandosentinel.com,23.0,True,news,1,local
orlandosentinel.com,24.0,False,news,1072,local
orlandosentinel.com,24.0,True,news,1,local
orlandosentinel.com,25.0,False,news,344,local
orlandosentinel.com,25.0,True,news,2,local
orlandosentinel.com,26.0,False,news,169,local
orlandosentinel.com,27.0,False,news,78,local
orlandosentinel.com,28.0,False,news,12,local
orlandosentinel.com,29.0,False,news,22,local
orlandosentinel.com,30.0,False,news,274,local
orlandosentinel.com,31.0,False,news,8,local
orlandosentinel.com,32.0,False,news,17,local
orlandosentinel.com,33.0,False,news,47,local
orlandosentinel.com,34.0,False,news,1,local
orlandoweekly.com,4.0,False,news,122,local
orlandoweekly.com,5.0,False,news,310,local
orlandoweekly.com,6.0,False,news,35,local
orlandoweekly.com,7.0,False,news,6,local
orlandoweekly.com,8.0,False,news,206,local
orlandoweekly.com,8.0,True,news,1,local
orlandoweekly.com,9.0,False,news,277,local
orlandoweekly.com,9.0,True,news,1,local
orlandoweekly.com,10.0,False,news,533,local
orlandoweekly.com,10.0,True,news,2,local
orlandoweekly.com,11.0,False,news,575,local
orlandoweekly.com,11.0,True,news,1,local
orlandoweekly.com,12.0,False,news,5,local
orlandoweekly.com,13.0,False,news,608,local
orlandoweekly.com,13.0,True,news,1,local
orlandoweekly.com,14.0,False,news,594,local
orlandoweekly.com,14.0,True,news,1,local
orlandoweekly.com,15.0,False,news,107,local
orlandoweekly.com,15.0,True,news,1,local
orlandoweekly.com,16.0,False,news,56,local
orlandoweekly.com,17.0,False,news,65,local
orlandoweekly.com,18.0,False,news,217,local
orlandoweekly.com,18.0,True,news,1,local
orlandoweekly.com,19.0,False,news,201,local
orlandoweekly.com,20.0,False,news,11,local
orlandoweekly.com,26.0,False,news,15,local
orlandoweekly.com,27.0,False,news,17,local
ormondbeachobserver.com,7.0,False,news,23,
ormondbeachobserver.com,8.0,False,news,1,
ormondbeachobserver.com,10.0,False,news,17,
ormondbeachobserver.com,11.0,False,news,238,
ormondbeachobserver.com,12.0,False,news,167,
ormondbeachobserver.com,13.0,False,news,6,
oswegocountynewsnow.com,1.0,False,news,50,local
oswegocountynewsnow.com,2.0,False,news,870,local
oswegocountynewsnow.com,2.0,True,news,2,local
oswegocountynewsnow.com,3.0,False,news,800,local
oswegocountynewsnow.com,3.0,True,news,2,local
oswegocountynewsnow.com,4.0,False,news,15,local
oswegocountynewsnow.com,5.0,False,news,791,local
oswegocountynewsnow.com,5.0,True,news,2,local
oswegocountynewsnow.com,6.0,False,news,1218,local
oswegocountynewsnow.com,6.0,True,news,3,local
oswegocountynewsnow.com,8.0,False,news,886,local
oswegocountynewsnow.com,8.0,True,news,2,local
oswegocountynewsnow.com,9.0,False,news,2977,local
oswegocountynewsnow.com,9.0,True,news,5,local
oswegocountynewsnow.com,10.0,False,news,1894,local
oswegocountynewsnow.com,10.0,True,news,4,local
oswegocountynewsnow.com,11.0,False,news,1894,local
oswegocountynewsnow.com,11.0,True,news,5,local
oswegocountynewsnow.com,12.0,False,news,2465,local
oswegocountynewsnow.com,12.0,True,news,6,local
oswegocountynewsnow.com,13.0,False,news,1767,local
oswegocountynewsnow.com,13.0,True,news,4,local
oswegocountynewsnow.com,14.0,False,news,608,local
oswegocountynewsnow.com,14.0,True,news,1,local
oswegocountynewsnow.com,15.0,False,news,1773,local
oswegocountynewsnow.com,15.0,True,news,5,local
oswegocountynewsnow.com,16.0,False,news,530,local
oswegocountynewsnow.com,16.0,True,news,2,local
oswegocountynewsnow.com,17.0,False,news,27,local
oswegocountynewsnow.com,18.0,False,news,82,local
oswegocountynewsnow.com,19.0,False,news,25,local
oswegocountynewsnow.com,24.0,False,news,45,local
oswegocountynewsnow.com,25.0,False,news,619,local
oswegocountynewsnow.com,25.0,True,news,2,local
oswegocountynewsnow.com,26.0,False,news,308,local
oswegocountynewsnow.com,26.0,True,news,1,local
oswegocountynewsnow.com,28.0,False,news,109,local
oswegocountynewsnow.com,29.0,False,news,86,local
oswegocountynewsnow.com,30.0,False,news,33,local
oswegocountynewsnow.com,31.0,False,news,80,local
oswegocountynewsnow.com,32.0,False,news,2,local
oswegocountynewsnow.com,34.0,False,news,23,local
oswegocountytoday.com,3.0,False,news,18,local
oswegocountytoday.com,13.0,False,news,286,local
oswegocountytoday.com,15.0,False,news,2,local
oswegocountytoday.com,16.0,False,news,135,local
oswegocountytoday.com,16.0,True,news,1,local
ottawaherald.com,3.0,False,news,5,local
ottawaherald.com,4.0,False,news,7,local
ottawaherald.com,9.0,False,news,54,local
ottawaherald.com,10.0,False,news,272,local
ottawaherald.com,11.0,False,news,19,local
ottawaherald.com,12.0,False,news,31,local
ottawaherald.com,13.0,False,news,2,local
ottawaherald.com,15.0,False,news,3,local
ottumwacourier.com,3.0,False,news,1,local
ottumwacourier.com,7.0,False,news,16,local
ottumwacourier.com,8.0,False,news,1018,local
ottumwacourier.com,8.0,True,news,2,local
ottumwacourier.com,9.0,False,news,1285,local
ottumwacourier.com,9.0,True,news,3,local
ottumwacourier.com,10.0,False,news,11,local
ottumwacourier.com,11.0,False,news,381,local
ottumwacourier.com,12.0,False,news,1,local
oudaily.com,8.0,False,news,170,local
oudaily.com,8.0,True,news,1,local
oudaily.com,9.0,False,news,752,local
oudaily.com,9.0,True,news,3,local
oudaily.com,10.0,False,news,99,local
oudaily.com,11.0,False,news,720,local
oudaily.com,11.0,True,news,2,local
oudaily.com,12.0,False,news,774,local
oudaily.com,12.0,True,news,1,local
oudaily.com,13.0,False,news,349,local
oudaily.com,13.0,True,news,1,local
oudaily.com,14.0,False,news,572,local
oudaily.com,15.0,False,news,444,local
oudaily.com,16.0,False,news,403,local
oudaily.com,17.0,False,news,28,local
oudaily.com,17.0,True,news,1,local
oudaily.com,18.0,False,news,16,local
oudaily.com,18.0,True,news,1,local
oudaily.com,19.0,False,news,20,local
oudaily.com,20.0,False,news,249,local
oudaily.com,20.0,True,news,1,local
oudaily.com,21.0,False,news,631,local
oudaily.com,21.0,True,news,1,local
oudaily.com,22.0,False,news,426,local
oudaily.com,22.0,True,news,1,local
oudaily.com,25.0,False,news,1,local
oudaily.com,26.0,False,news,75,local
oudaily.com,27.0,False,news,148,local
oudaily.com,28.0,False,news,231,local
oudaily.com,28.0,True,news,1,local
oudaily.com,29.0,False,news,73,local
oudaily.com,29.0,True,news,1,local
oudaily.com,30.0,False,news,337,local
oudaily.com,31.0,False,news,6,local
ourcampaigns.com,3.0,False,other_third_party,1,no_news
ourcampaigns.com,4.0,False,other_third_party,42,no_news
ourcampaigns.com,5.0,False,other_third_party,214,no_news
ourcampaigns.com,6.0,False,other_third_party,88,no_news
ourcampaigns.com,6.0,True,other_third_party,1,no_news
ourcampaigns.com,10.0,False,other_third_party,4,no_news
ourcampaigns.com,11.0,False,other_third_party,40,no_news
ourcampaigns.com,12.0,False,other_third_party,30,no_news
ourcampaigns.com,13.0,False,other_third_party,501,no_news
ourcampaigns.com,14.0,False,other_third_party,313,no_news
ourcampaigns.com,14.0,True,other_third_party,1,no_news
ourcampaigns.com,15.0,False,other_third_party,2040,no_news
ourcampaigns.com,15.0,True,other_third_party,7,no_news
ourcampaigns.com,16.0,False,other_third_party,761,no_news
ourcampaigns.com,16.0,True,other_third_party,2,no_news
ourcampaigns.com,17.0,False,other_third_party,169,no_news
ourcampaigns.com,17.0,True,other_third_party,2,no_news
ourcampaigns.com,18.0,False,other_third_party,546,no_news
ourcampaigns.com,18.0,True,other_third_party,3,no_news
ourcampaigns.com,19.0,False,other_third_party,76,no_news
ourcampaigns.com,20.0,False,other_third_party,94,no_news
ourcampaigns.com,21.0,False,other_third_party,310,no_news
ourcampaigns.com,21.0,True,other_third_party,1,no_news
ourcampaigns.com,22.0,False,other_third_party,216,no_news
ourcampaigns.com,23.0,False,other_third_party,963,no_news
ourcampaigns.com,24.0,False,other_third_party,2786,no_news
ourcampaigns.com,24.0,True,other_third_party,12,no_news
ourcampaigns.com,25.0,False,other_third_party,368,no_news
ourcampaigns.com,26.0,False,other_third_party,217,no_news
ourcampaigns.com,27.0,False,other_third_party,376,no_news
ourcampaigns.com,28.0,False,other_third_party,30,no_news
ourcampaigns.com,29.0,False,other_third_party,6,no_news
ourcampaigns.com,30.0,False,other_third_party,1,no_news
ourcampaigns.com,31.0,False,other_third_party,2,no_news
ourcampaigns.com,32.0,False,other_third_party,1,no_news
ourmidland.com,1.0,False,news,396,local
ourmidland.com,1.0,True,news,1,local
ourmidland.com,2.0,False,news,40,local
ourmidland.com,3.0,False,news,2129,local
ourmidland.com,3.0,True,news,4,local
ourmidland.com,4.0,False,news,10907,local
ourmidland.com,4.0,True,news,16,local
ourmidland.com,5.0,False,news,4009,local
ourmidland.com,5.0,True,news,11,local
ourmidland.com,6.0,False,news,4371,local
ourmidland.com,6.0,True,news,15,local
ourmidland.com,7.0,False,news,2287,local
ourmidland.com,7.0,True,news,7,local
ourmidland.com,8.0,False,news,2940,local
ourmidland.com,8.0,True,news,7,local
ourmidland.com,9.0,False,news,5,local
ourmidland.com,10.0,False,news,166,local
ourmidland.com,10.0,True,news,1,local
ourmidland.com,11.0,False,news,269,local
ourmidland.com,11.0,True,news,1,local
ourmidland.com,12.0,False,news,1076,local
ourmidland.com,12.0,True,news,3,local
ourmidland.com,13.0,False,news,17,local
ourmidland.com,14.0,False,news,70,local
ourmidland.com,15.0,False,news,27,local
ourmidland.com,16.0,False,news,37,local
ourmidland.com,17.0,False,news,5,local
ourmidland.com,18.0,False,news,1,local
ourpublicservice.org,4.0,False,other_third_party,1,
ourpublicservice.org,5.0,False,other_third_party,34,
ourpublicservice.org,11.0,False,other_third_party,399,
ourpublicservice.org,11.0,True,other_third_party,1,
ourpublicservice.org,13.0,False,other_third_party,3,
ourpublicservice.org,14.0,False,other_third_party,11,
ourpublicservice.org,15.0,False,other_third_party,431,
ourpublicservice.org,16.0,False,other_third_party,4233,
ourpublicservice.org,16.0,True,other_third_party,8,
ourpublicservice.org,17.0,False,other_third_party,9,
ourpublicservice.org,18.0,False,other_third_party,17,
ourpublicservice.org,18.0,True,other_third_party,1,
ourpublicservice.org,19.0,False,other_third_party,98,
ourpublicservice.org,19.0,True,other_third_party,1,
ourpublicservice.org,21.0,False,other_third_party,1,
ourpublicservice.org,22.0,False,other_third_party,15,
ourpublicservice.org,25.0,False,other_third_party,5,
ourquadcities.com,3.0,False,news,1,local
ourquadcities.com,4.0,False,news,856,local
ourquadcities.com,4.0,True,news,2,local
ourquadcities.com,5.0,False,news,414,local
ourquadcities.com,5.0,True,news,1,local
ourquadcities.com,6.0,False,news,805,local
ourquadcities.com,6.0,True,news,2,local
ourquadcities.com,7.0,False,news,11,local
ourquadcities.com,8.0,False,news,1219,local
ourquadcities.com,8.0,True,news,3,local
ourquadcities.com,9.0,False,news,4,local
ourquadcities.com,10.0,False,news,293,local
ourquadcities.com,10.0,True,news,1,local
ourquadcities.com,11.0,False,news,389,local
ourquadcities.com,12.0,False,news,571,local
ourquadcities.com,12.0,True,news,1,local
ourquadcities.com,13.0,False,news,466,local
ourquadcities.com,13.0,True,news,1,local
ourquadcities.com,14.0,False,news,488,local
ourquadcities.com,14.0,True,news,2,local
ourquadcities.com,15.0,False,news,14,local
ourquadcities.com,16.0,False,news,155,local
ourquadcities.com,16.0,True,news,1,local
ourquadcities.com,18.0,False,news,6,local
ourtownny.com,14.0,False,news,1,local
out.com,6.0,False,news,1,national
out.com,7.0,False,news,4,national
out.com,8.0,False,news,17,national
out.com,9.0,False,news,405,national
out.com,9.0,True,news,1,national
out.com,10.0,False,news,880,national
out.com,10.0,True,news,3,national
out.com,11.0,False,news,1256,national
out.com,11.0,True,news,3,national
out.com,12.0,False,news,836,national
out.com,12.0,True,news,2,national
out.com,13.0,False,news,196,national
out.com,14.0,False,news,28,national
out.com,15.0,False,news,1,national
out.com,16.0,False,news,1,national
out.com,21.0,False,news,1,national
out.com,23.0,False,news,1,national
outandaboutnashville.com,7.0,False,news,130,
outandaboutnashville.com,8.0,False,news,708,
outandaboutnashville.com,9.0,False,news,1236,
outandaboutnashville.com,9.0,True,news,1,
outandaboutnashville.com,10.0,False,news,1478,
outandaboutnashville.com,11.0,False,news,1945,
outandaboutnashville.com,12.0,False,news,1998,
outandaboutnashville.com,12.0,True,news,2,
outandaboutnashville.com,13.0,False,news,512,
outandaboutnashville.com,14.0,False,news,342,
outandaboutnashville.com,15.0,False,news,342,
outandaboutnashville.com,16.0,False,news,16,
outandaboutnashville.com,21.0,False,news,1,
outandaboutnashville.com,22.0,False,news,1,
outandaboutnashville.com,23.0,False,news,239,
outandaboutnashville.com,24.0,False,news,146,
outandaboutnashville.com,25.0,False,news,116,
outandaboutnashville.com,26.0,False,news,103,
outandaboutnashville.com,27.0,False,news,502,
outandaboutnashville.com,28.0,False,news,24,
outandaboutnashville.com,29.0,False,news,3,
outandaboutnashville.com,30.0,False,news,148,
outlookindia.com,9.0,False,news,2,
outlookindia.com,11.0,False,news,11,
outlookindia.com,12.0,False,news,406,
outlookindia.com,12.0,True,news,1,
outlookindia.com,13.0,False,news,398,
outlookindia.com,14.0,False,news,3,
outlookindia.com,24.0,False,news,1,
outlookindia.com,25.0,False,news,47,
outlookindia.com,26.0,False,news,2,
outlookindia.com,27.0,False,news,360,
outlookindia.com,27.0,True,news,1,
outsideonline.com,3.0,False,news,308,national
outsideonline.com,4.0,False,news,967,national
outsideonline.com,5.0,False,news,30,national
outsideonline.com,5.0,True,news,2,national
outsideonline.com,6.0,True,news,1,national
outsideonline.com,7.0,False,news,1,national
outsports.com,2.0,False,other_third_party,2,national
outsports.com,3.0,False,other_third_party,1,national
outsports.com,5.0,False,other_third_party,1,national
overthemonster.com,1.0,False,news,868,
overthemonster.com,1.0,True,news,2,
overthemonster.com,11.0,False,news,219,
overthemonster.com,13.0,False,news,3,
overthemonster.com,14.0,False,news,179,
overthemonster.com,14.0,True,news,1,
overthemonster.com,16.0,False,news,1,
overthemonster.com,17.0,False,news,27,
owensborotimes.com,3.0,False,news,1,
owensborotimes.com,4.0,False,news,362,
owensborotimes.com,5.0,False,news,1910,
owensborotimes.com,5.0,True,news,6,
owensborotimes.com,6.0,False,news,16,
owensborotimes.com,7.0,False,news,2,
owensborotimes.com,9.0,False,news,4,
owensborotimes.com,10.0,False,news,25,
owensborotimes.com,11.0,False,news,10,
owensborotimes.com,13.0,False,news,1,
oxfordeagle.com,7.0,False,news,1,local
oxfordeagle.com,8.0,False,news,11,local
oxfordeagle.com,9.0,False,news,2,local
oxfordeagle.com,11.0,False,news,1,local
oxfordobserver.org,8.0,False,news,38,
oxfordobserver.org,9.0,False,news,3094,
oxfordobserver.org,9.0,True,news,7,
oxfordobserver.org,10.0,False,news,3701,
oxfordobserver.org,10.0,True,news,7,
oxfordobserver.org,11.0,False,news,126,
oxfordobserver.org,11.0,True,news,2,
oxfordobserver.org,20.0,False,news,1,
ozarksfirst.com,4.0,False,news,435,local
ozarksfirst.com,4.0,True,news,1,local
ozarksfirst.com,10.0,False,news,218,local
ozarksfirst.com,11.0,False,news,7,local
ozarksfirst.com,13.0,False,news,40,local
ozarksfirst.com,13.0,True,news,1,local
ozarksfirst.com,14.0,False,news,457,local
ozarksfirst.com,14.0,True,news,1,local
ozarksfirst.com,15.0,False,news,338,local
ozarksfirst.com,15.0,True,news,1,local
ozarksfirst.com,16.0,False,news,2,local
ozarksfirst.com,18.0,False,news,65,local
ozarksfirst.com,19.0,False,news,1,local
ozarksindependent.com,7.0,False,news,86,
ozarksindependent.com,7.0,True,news,2,
ozarksindependent.com,8.0,False,news,598,
ozarksindependent.com,9.0,False,news,2,
ozarksindependent.com,10.0,False,news,90,
ozarksindependent.com,11.0,False,news,46,
ozarksindependent.com,12.0,False,news,2,
ozarksindependent.com,14.0,False,news,13,
ozarksindependent.com,15.0,False,news,373,
ozarksindependent.com,15.0,True,news,1,
ozarksindependent.com,16.0,False,news,310,
ozarksindependent.com,16.0,True,news,1,
ozarksindependent.com,17.0,False,news,25,
ozarksindependent.com,17.0,True,news,1,
ozarksindependent.com,18.0,False,news,354,
ozarksindependent.com,19.0,False,news,62,
ozarksindependent.com,20.0,False,news,111,
ozarksindependent.com,21.0,False,news,350,
ozarksindependent.com,21.0,True,news,1,
ozarksindependent.com,22.0,False,news,347,
ozarksindependent.com,22.0,True,news,1,
ozarksindependent.com,23.0,False,news,17,
ozarksindependent.com,24.0,False,news,21,
ozarksindependent.com,25.0,False,news,91,
pacourts.us,5.0,False,other_third_party,4,
pacourts.us,7.0,False,other_third_party,363,
pacourts.us,8.0,False,other_third_party,19,
pacourts.us,8.0,True,other_third_party,1,
pacourts.us,10.0,False,other_third_party,18,
pacourts.us,11.0,False,other_third_party,18,
pacourts.us,12.0,False,other_third_party,10,
pacourts.us,15.0,False,other_third_party,3,
padailypost.com,5.0,False,news,417,local
padailypost.com,5.0,True,news,1,local
padailypost.com,6.0,False,news,1592,local
padailypost.com,6.0,True,news,4,local
padailypost.com,7.0,False,news,259,local
padailypost.com,8.0,False,news,8,local
padailypost.com,9.0,False,news,3,local
padailypost.com,10.0,False,news,32,local
padailypost.com,11.0,False,news,40,local
padailypost.com,13.0,False,news,1,local
padailypost.com,14.0,False,news,13,local
padailypost.com,16.0,False,news,10,local
padailypost.com,19.0,False,news,2,local
padailypost.com,20.0,False,news,671,local
padailypost.com,20.0,True,news,2,local
padailypost.com,21.0,False,news,1751,local
padailypost.com,21.0,True,news,5,local
padailypost.com,22.0,False,news,838,local
padailypost.com,22.0,True,news,3,local
padailypost.com,23.0,False,news,115,local
padailypost.com,24.0,False,news,251,local
padailypost.com,25.0,False,news,102,local
padailypost.com,26.0,False,news,7,local
padailypost.com,27.0,False,news,3,local
padailypost.com,28.0,False,news,2,local
padailypost.com,29.0,False,news,1,local
paducahsun.com,8.0,False,news,2,local
paducahsun.com,9.0,False,news,220,local
paducahsun.com,10.0,False,news,128,local
paducahsun.com,10.0,True,news,1,local
paducahsun.com,11.0,False,news,2,local
pagesix.com,0.0,False,news,661,national
pagesix.com,0.0,True,news,1,national
pagesix.com,1.0,False,news,269,national
pagesix.com,1.0,True,news,1,national
pagesix.com,2.0,False,news,883,national
pagesix.com,2.0,True,news,2,national
pagesix.com,3.0,False,news,9,national
pagesix.com,4.0,False,news,17,national
pagesix.com,5.0,False,news,1,national
pagesix.com,8.0,False,news,4,national
pagesix.com,9.0,False,news,6,national
pagesix.com,10.0,False,news,229,national
pagesix.com,11.0,False,news,605,national
pagesix.com,12.0,False,news,2109,national
pagesix.com,12.0,True,news,3,national
pagesix.com,13.0,False,news,515,national
pagesix.com,14.0,False,news,273,national
pagesix.com,15.0,False,news,675,national
pagesix.com,16.0,False,news,333,national
pagesix.com,17.0,False,news,111,national
pagesix.com,17.0,True,news,1,national
pagesix.com,18.0,False,news,139,national
pagesix.com,19.0,False,news,68,national
pagesix.com,20.0,False,news,25,national
pagesix.com,21.0,False,news,28,national
pagesix.com,22.0,False,news,109,national
pagesix.com,22.0,True,news,1,national
pagesix.com,23.0,False,news,368,national
pagesix.com,23.0,True,news,1,national
pagesix.com,24.0,False,news,6,national
pagesix.com,25.0,False,news,76,national
pagesix.com,26.0,False,news,413,national
pagesix.com,27.0,False,news,366,national
pagesix.com,27.0,True,news,1,national
pagesix.com,28.0,False,news,299,national
pagesix.com,28.0,True,news,1,national
pagesix.com,29.0,False,news,205,national
pagesix.com,30.0,False,news,89,national
pagesix.com,31.0,False,news,41,national
pagesix.com,32.0,False,news,9,national
pagesix.com,33.0,False,news,12,national
pagosadailypost.com,4.0,False,news,1,local
pagosadailypost.com,5.0,False,news,434,local
pagosadailypost.com,5.0,True,news,1,local
pagosadailypost.com,9.0,False,news,1,local
pahomepage.com,2.0,False,news,2,local
pahomepage.com,2.0,True,news,1,local
pahomepage.com,3.0,False,news,443,local
pahomepage.com,4.0,False,news,396,local
pahomepage.com,4.0,True,news,1,local
pahomepage.com,6.0,False,news,1,local
pahomepage.com,7.0,False,news,3444,local
pahomepage.com,8.0,False,news,303,local
pahomepage.com,9.0,False,news,4114,local
pahomepage.com,9.0,True,news,2,local
pahomepage.com,10.0,False,news,9400,local
pahomepage.com,10.0,True,news,13,local
pahomepage.com,11.0,False,news,4907,local
pahomepage.com,11.0,True,news,3,local
pahomepage.com,12.0,False,news,2767,local
pahomepage.com,12.0,True,news,12,local
pahomepage.com,13.0,False,news,3785,local
pahomepage.com,13.0,True,news,24,local
pahomepage.com,14.0,False,news,2387,local
pahomepage.com,14.0,True,news,16,local
pahomepage.com,15.0,False,news,363,local
pahomepage.com,15.0,True,news,3,local
pahomepage.com,16.0,False,news,2,local
pahomepage.com,22.0,False,news,1,local
pahomepage.com,23.0,False,news,2,local
pahomepage.com,24.0,False,news,2,local
pahomepage.com,25.0,False,news,1,local
palatinate.org.uk,1.0,False,news,120,
palatkadailynews.com,7.0,False,news,1,local
palatkadailynews.com,8.0,False,news,38,local
palatkadailynews.com,9.0,False,news,347,local
palatkadailynews.com,10.0,False,news,8,local
palatkadailynews.com,11.0,False,news,9,local
palatkadailynews.com,12.0,False,news,22,local
palatkadailynews.com,12.0,True,news,1,local
palazzoforcongress.com,2.0,False,campaign_personal,65,
palazzoforcongress.com,3.0,False,campaign_personal,923,
palazzoforcongress.com,3.0,True,campaign_personal,3,
palazzoforcongress.com,4.0,False,campaign_personal,79,
palazzoforcongress.com,5.0,False,campaign_personal,31,
palazzoforcongress.com,7.0,False,campaign_personal,1561,
palazzoforcongress.com,7.0,True,campaign_personal,2,
palazzoforcongress.com,8.0,False,campaign_personal,799,
palazzoforcongress.com,8.0,True,campaign_personal,2,
palazzoforcongress.com,9.0,False,campaign_personal,621,
palazzoforcongress.com,10.0,False,campaign_personal,183,
palazzoforcongress.com,10.0,True,campaign_personal,1,
palazzoforcongress.com,11.0,False,campaign_personal,305,
palazzoforcongress.com,12.0,False,campaign_personal,328,
palazzoforcongress.com,12.0,True,campaign_personal,1,
palazzoforcongress.com,13.0,False,campaign_personal,889,
palazzoforcongress.com,13.0,True,campaign_personal,2,
palazzoforcongress.com,14.0,False,campaign_personal,912,
palazzoforcongress.com,14.0,True,campaign_personal,4,
palazzoforcongress.com,15.0,False,campaign_personal,1878,
palazzoforcongress.com,15.0,True,campaign_personal,5,
palazzoforcongress.com,16.0,False,campaign_personal,569,
palazzoforcongress.com,16.0,True,campaign_personal,2,
palazzoforcongress.com,17.0,False,campaign_personal,1551,
palazzoforcongress.com,17.0,True,campaign_personal,6,
palazzoforcongress.com,18.0,False,campaign_personal,455,
palazzoforcongress.com,18.0,True,campaign_personal,1,
palazzoforcongress.com,19.0,False,campaign_personal,1476,
palazzoforcongress.com,19.0,True,campaign_personal,4,
palazzoforcongress.com,20.0,False,campaign_personal,853,
palazzoforcongress.com,20.0,True,campaign_personal,3,
palazzoforcongress.com,21.0,False,campaign_personal,528,
palazzoforcongress.com,21.0,True,campaign_personal,2,
palazzoforcongress.com,22.0,False,campaign_personal,509,
palazzoforcongress.com,22.0,True,campaign_personal,1,
palazzoforcongress.com,23.0,False,campaign_personal,816,
palazzoforcongress.com,24.0,False,campaign_personal,1557,
palazzoforcongress.com,24.0,True,campaign_personal,3,
palazzoforcongress.com,25.0,False,campaign_personal,2706,
palazzoforcongress.com,25.0,True,campaign_personal,4,
palazzoforcongress.com,26.0,False,campaign_personal,198,
palazzoforcongress.com,26.0,True,campaign_personal,2,
palazzoforcongress.com,27.0,False,campaign_personal,166,
palazzoforcongress.com,27.0,True,campaign_personal,1,
palazzoforcongress.com,28.0,False,campaign_personal,362,
palazzoforcongress.com,29.0,False,campaign_personal,5,
palestineherald.com,2.0,False,news,405,local
palestineherald.com,2.0,True,news,1,local
palestineherald.com,9.0,False,news,22,local
palestineherald.com,10.0,False,news,384,local
palestineherald.com,10.0,True,news,1,local
pallonefornewjersey.com,0.0,False,campaign_personal,573,
pallonefornewjersey.com,0.0,True,campaign_personal,1,
pallonefornewjersey.com,1.0,False,campaign_personal,5,
pallonefornewjersey.com,2.0,False,campaign_personal,11071,
pallonefornewjersey.com,2.0,True,campaign_personal,29,
pallonefornewjersey.com,3.0,False,campaign_personal,8737,
pallonefornewjersey.com,3.0,True,campaign_personal,20,
pallonefornewjersey.com,4.0,False,campaign_personal,1154,
pallonefornewjersey.com,4.0,True,campaign_personal,3,
pallonefornewjersey.com,5.0,False,campaign_personal,8,
pallonefornewjersey.com,6.0,False,campaign_personal,18689,
pallonefornewjersey.com,6.0,True,campaign_personal,40,
pallonefornewjersey.com,7.0,False,campaign_personal,924,
pallonefornewjersey.com,7.0,True,campaign_personal,2,
pallonefornewjersey.com,8.0,False,campaign_personal,1521,
pallonefornewjersey.com,8.0,True,campaign_personal,6,
pallonefornewjersey.com,9.0,False,campaign_personal,197,
pallonefornewjersey.com,10.0,False,campaign_personal,872,
pallonefornewjersey.com,10.0,True,campaign_personal,2,
pallonefornewjersey.com,11.0,False,campaign_personal,3765,
pallonefornewjersey.com,11.0,True,campaign_personal,5,
pallonefornewjersey.com,12.0,False,campaign_personal,8,
pallonefornewjersey.com,13.0,False,campaign_personal,65,
pallonefornewjersey.com,13.0,True,campaign_personal,4,
pallonefornewjersey.com,14.0,False,campaign_personal,109,
pallonefornewjersey.com,17.0,False,campaign_personal,1,
pallonefornewjersey.com,21.0,False,campaign_personal,593,
pallonefornewjersey.com,23.0,False,campaign_personal,1,
pallonefornewjersey.com,24.0,False,campaign_personal,19,
palmbeachdailynews.com,3.0,False,news,1004,local
palmbeachdailynews.com,3.0,True,news,2,local
palmbeachdailynews.com,6.0,False,news,38,local
palmbeachdailynews.com,7.0,False,news,25,local
palmbeachdailynews.com,8.0,False,news,1,local
palmbeachpost.com,0.0,False,news,11,local
palmbeachpost.com,1.0,False,news,974,local
palmbeachpost.com,1.0,True,news,1,local
palmbeachpost.com,2.0,False,news,799,local
palmbeachpost.com,2.0,True,news,2,local
palmbeachpost.com,3.0,False,news,2141,local
palmbeachpost.com,3.0,True,news,8,local
palmbeachpost.com,4.0,False,news,2770,local
palmbeachpost.com,4.0,True,news,5,local
palmbeachpost.com,5.0,False,news,2538,local
palmbeachpost.com,5.0,True,news,6,local
palmbeachpost.com,6.0,False,news,845,local
palmbeachpost.com,6.0,True,news,2,local
palmbeachpost.com,7.0,False,news,2155,local
palmbeachpost.com,7.0,True,news,6,local
palmbeachpost.com,8.0,False,news,5209,local
palmbeachpost.com,8.0,True,news,10,local
palmbeachpost.com,9.0,False,news,14325,local
