url,title,path,qry
https://www.facebook.com/RepDebbieLesko/videos/lesko-talks-due-process-and-investigating-ice-allegations/660825981499168/,Lesko Talks Due Process and Investigating ICE Allegations,RepDebbieLesko,Debbie Lesko
https://www.facebook.com/AndyKimNJ/photos/,,AndyKimNJ,Andy Kim
https://www.facebook.com/RepHaleyStevens/videos/floor-speech-712020/3100493406673281/,Representative Haley Stevens - Floor Speech 7.1.2020,RepHaleyStevens,Haley Stevens
https://www.facebook.com/CongresswomanTitus,Congresswoman Dina Titus - Home | Facebook,CongresswomanTitus,Dina Titus
https://www.facebook.com/congressmangkbutterfield,Congressman G. K. Butterfield - Home | Facebook,congressmangkbutterfield,G. K. Butterfield
https://www.facebook.com/JoeWilson,Joe Wilson - Home | Facebook,JoeWilson,Joe Wilson
https://www.facebook.com/RepMorganGriffith/posts,Congressman Morgan Griffith - Posts | Facebook,RepMorganGriffith,Morgan Griffith
https://www.facebook.com/RepAmiBera/videos/rep-ami-bera-on-alabama-abortion-ban/358997488081843/,,RepAmiBera,Ami Bera
https://www.facebook.com/WalbergforCongress/,Tim Walberg - Home | Facebook,WalbergforCongress,Tim Walberg
https://www.facebook.com/RepJimmyGomez/videos/congressman-gomez-on-the-american-rescue-plan/479884636377832/,Rep. Jimmy Gomez - Congressman Gomez on the American ...,RepJimmyGomez,Jimmy Gomez
https://www.facebook.com/reptomgraves/,Congressman Tom Graves - Home | Facebook,reptomgraves,Tom Graves
https://www.facebook.com/SteveKingIA/,Congressman Steve King - Home | Facebook,SteveKingIA,Steve King
https://www.facebook.com/RepGianforte/videos/gianforte-touts-efforts-to-bridge-digital-divide-in-montana/327367568455166/,Gianforte Touts Efforts to Bridge Digital Divide in Montana,RepGianforte,Greg Gianforte
https://www.facebook.com/repstephenlynch,Representative Stephen F. Lynch - Home | Facebook,repstephenlynch,Stephen F. Lynch
https://www.facebook.com/GusBilirakis/photos/im-so-proud-of-my-son-michael-who-graduated-magna-cum-laude-while-he-enjoyed-bei/1261883043841847/,,GusBilirakis,Gus Bilirakis
https://www.facebook.com/JohnKatkoForCongress/,John Katko for Congress - Home | Facebook,JohnKatkoForCongress,John Katko
https://www.facebook.com/BurchettForCongress/,Tim Burchett for Congress - Home | Facebook,BurchettForCongress,Tim Burchett
https://www.facebook.com/RepDavidScott/videos/rep-scott-awards-cbc-education-scholarships/3085848844817797/,Congressman David Scott - Rep. Scott Awards CBC Education Scholarships,RepDavidScott,David Scott
https://www.facebook.com/CarsonforCongress/,,CarsonforCongress,André Carson
