"location","hits","keyword","geo","gprop"
"Maryland",10,"Scott Perry","US","web"
"New York",9,"Scott Perry","US","web"
"Nevada",7,"Scott Perry","US","web"
"South Carolina",7,"Scott Perry","US","web"
"Connecticut",7,"Scott Perry","US","web"
"Georgia",7,"Scott Perry","US","web"
"Missouri",7,"Scott Perry","US","web"
"Wisconsin",7,"Scott Perry","US","web"
"New Jersey",6,"Scott Perry","US","web"
"Arizona",5,"Scott Perry","US","web"
"Massachusetts",5,"Scott Perry","US","web"
"Tennessee",5,"Scott Perry","US","web"
"Kentucky",5,"Scott Perry","US","web"
"Minnesota",5,"Scott Perry","US","web"
"Texas",5,"Scott Perry","US","web"
"California",5,"Scott Perry","US","web"
"North Carolina",5,"Scott Perry","US","web"
"Ohio",4,"Scott Perry","US","web"
"Florida",4,"Scott Perry","US","web"
"Illinois",4,"Scott Perry","US","web"
"Indiana",4,"Scott Perry","US","web"
"Oregon",3,"Scott Perry","US","web"
"Colorado",3,"Scott Perry","US","web"
"Washington",3,"Scott Perry","US","web"
"Michigan",3,"Scott Perry","US","web"
"Alaska",0,"Scott Perry","US","web"
"Nebraska",0,"Scott Perry","US","web"
"New Hampshire",0,"Scott Perry","US","web"
"North Dakota",0,"Scott Perry","US","web"
"New Mexico",0,"Scott Perry","US","web"
"Montana",0,"Scott Perry","US","web"
"Mississippi",0,"Scott Perry","US","web"
"Maine",0,"Scott Perry","US","web"
"Oklahoma",0,"Scott Perry","US","web"
"Louisiana",0,"Scott Perry","US","web"
"Kansas",0,"Scott Perry","US","web"
"Rhode Island",0,"Scott Perry","US","web"
"Idaho",0,"Scott Perry","US","web"
"South Dakota",0,"Scott Perry","US","web"
"Iowa",0,"Scott Perry","US","web"
"Hawaii",0,"Scott Perry","US","web"
"Utah",0,"Scott Perry","US","web"
"Delaware",0,"Scott Perry","US","web"
"Vermont",0,"Scott Perry","US","web"
"Arkansas",0,"Scott Perry","US","web"
"Alabama",0,"Scott Perry","US","web"
"West Virginia",0,"Scott Perry","US","web"
"Wyoming",0,"Scott Perry","US","web"
"Pennsylvania",100,"Lloyd Smucker","US","web"
"District of Columbia",96,"Lloyd Smucker","US","web"
"Alaska",0,"Lloyd Smucker","US","web"
"Wyoming",0,"Lloyd Smucker","US","web"
"California",0,"Lloyd Smucker","US","web"
"Colorado",0,"Lloyd Smucker","US","web"
"Connecticut",0,"Lloyd Smucker","US","web"
"Arkansas",0,"Lloyd Smucker","US","web"
"Delaware",0,"Lloyd Smucker","US","web"
"Florida",0,"Lloyd Smucker","US","web"
"Georgia",0,"Lloyd Smucker","US","web"
"Hawaii",0,"Lloyd Smucker","US","web"
"Iowa",0,"Lloyd Smucker","US","web"
"Idaho",0,"Lloyd Smucker","US","web"
"Illinois",0,"Lloyd Smucker","US","web"
"Indiana",0,"Lloyd Smucker","US","web"
"Kansas",0,"Lloyd Smucker","US","web"
"Kentucky",0,"Lloyd Smucker","US","web"
"Louisiana",0,"Lloyd Smucker","US","web"
"Massachusetts",0,"Lloyd Smucker","US","web"
"Maryland",0,"Lloyd Smucker","US","web"
"Maine",0,"Lloyd Smucker","US","web"
"Michigan",0,"Lloyd Smucker","US","web"
"Minnesota",0,"Lloyd Smucker","US","web"
"Missouri",0,"Lloyd Smucker","US","web"
"Mississippi",0,"Lloyd Smucker","US","web"
"Montana",0,"Lloyd Smucker","US","web"
"North Carolina",0,"Lloyd Smucker","US","web"
"North Dakota",0,"Lloyd Smucker","US","web"
"Nebraska",0,"Lloyd Smucker","US","web"
"New Hampshire",0,"Lloyd Smucker","US","web"
"New Jersey",0,"Lloyd Smucker","US","web"
"New Mexico",0,"Lloyd Smucker","US","web"
"Nevada",0,"Lloyd Smucker","US","web"
"New York",0,"Lloyd Smucker","US","web"
"Ohio",0,"Lloyd Smucker","US","web"
"Oklahoma",0,"Lloyd Smucker","US","web"
"Oregon",0,"Lloyd Smucker","US","web"
"Alabama",0,"Lloyd Smucker","US","web"
"Rhode Island",0,"Lloyd Smucker","US","web"
"South Carolina",0,"Lloyd Smucker","US","web"
"South Dakota",0,"Lloyd Smucker","US","web"
"Tennessee",0,"Lloyd Smucker","US","web"
"Texas",0,"Lloyd Smucker","US","web"
"Utah",0,"Lloyd Smucker","US","web"
"Virginia",0,"Lloyd Smucker","US","web"
"Vermont",0,"Lloyd Smucker","US","web"
"Washington",0,"Lloyd Smucker","US","web"
"Wisconsin",0,"Lloyd Smucker","US","web"
"West Virginia",0,"Lloyd Smucker","US","web"
"Arizona",0,"Lloyd Smucker","US","web"
"Pennsylvania",100,"Fred Keller","US","web"
"District of Columbia",96,"Fred Keller","US","web"
"New York",10,"Fred Keller","US","web"
"New Jersey",10,"Fred Keller","US","web"
"Ohio",6,"Fred Keller","US","web"
"Texas",3,"Fred Keller","US","web"
"California",0.5,"Fred Keller","US","web"
"Alaska",0,"Fred Keller","US","web"
"Wyoming",0,"Fred Keller","US","web"
"Florida",0,"Fred Keller","US","web"
"Georgia",0,"Fred Keller","US","web"
"Hawaii",0,"Fred Keller","US","web"
"Iowa",0,"Fred Keller","US","web"
"Idaho",0,"Fred Keller","US","web"
"Illinois",0,"Fred Keller","US","web"
"Indiana",0,"Fred Keller","US","web"
"Kansas",0,"Fred Keller","US","web"
"Kentucky",0,"Fred Keller","US","web"
"Louisiana",0,"Fred Keller","US","web"
"Massachusetts",0,"Fred Keller","US","web"
"Maryland",0,"Fred Keller","US","web"
"Maine",0,"Fred Keller","US","web"
"Michigan",0,"Fred Keller","US","web"
"Minnesota",0,"Fred Keller","US","web"
"Missouri",0,"Fred Keller","US","web"
"Mississippi",0,"Fred Keller","US","web"
"Montana",0,"Fred Keller","US","web"
"North Carolina",0,"Fred Keller","US","web"
"North Dakota",0,"Fred Keller","US","web"
"Nebraska",0,"Fred Keller","US","web"
"New Hampshire",0,"Fred Keller","US","web"
"Connecticut",0,"Fred Keller","US","web"
"New Mexico",0,"Fred Keller","US","web"
"Nevada",0,"Fred Keller","US","web"
"Colorado",0,"Fred Keller","US","web"
"Arizona",0,"Fred Keller","US","web"
"Oklahoma",0,"Fred Keller","US","web"
"Oregon",0,"Fred Keller","US","web"
"Arkansas",0,"Fred Keller","US","web"
"Rhode Island",0,"Fred Keller","US","web"
"South Carolina",0,"Fred Keller","US","web"
"South Dakota",0,"Fred Keller","US","web"
"Tennessee",0,"Fred Keller","US","web"
"Alabama",0,"Fred Keller","US","web"
"Utah",0,"Fred Keller","US","web"
"Virginia",0,"Fred Keller","US","web"
"Vermont",0,"Fred Keller","US","web"
"Washington",0,"Fred Keller","US","web"
"Wisconsin",0,"Fred Keller","US","web"
"West Virginia",0,"Fred Keller","US","web"
"Delaware",0,"Fred Keller","US","web"
"Pennsylvania",100,"John Joyce","US","web"
"District of Columbia",71,"John Joyce","US","web"
"Ohio",50,"John Joyce","US","web"
"Colorado",42,"John Joyce","US","web"
"Massachusetts",40,"John Joyce","US","web"
"Connecticut",33,"John Joyce","US","web"
"Oregon",28,"John Joyce","US","web"
"Illinois",23,"John Joyce","US","web"
"Maryland",23,"John Joyce","US","web"
"Virginia",23,"John Joyce","US","web"
"Tennessee",23,"John Joyce","US","web"
"Nevada",21,"John Joyce","US","web"
"Indiana",21,"John Joyce","US","web"
"New York",21,"John Joyce","US","web"
"Wisconsin",19,"John Joyce","US","web"
"North Carolina",19,"John Joyce","US","web"
"New Jersey",19,"John Joyce","US","web"
"Florida",19,"John Joyce","US","web"
"Minnesota",19,"John Joyce","US","web"
"South Carolina",19,"John Joyce","US","web"
"Missouri",16,"John Joyce","US","web"
"Arizona",16,"John Joyce","US","web"
"Michigan",16,"John Joyce","US","web"
"Georgia",16,"John Joyce","US","web"
"Alabama",16,"John Joyce","US","web"
"California",14,"John Joyce","US","web"
"Texas",14,"John Joyce","US","web"
"Washington",9,"John Joyce","US","web"
"Alaska",0,"John Joyce","US","web"
"Nebraska",0,"John Joyce","US","web"
"New Hampshire",0,"John Joyce","US","web"
"North Dakota",0,"John Joyce","US","web"
"New Mexico",0,"John Joyce","US","web"
"Montana",0,"John Joyce","US","web"
"Mississippi",0,"John Joyce","US","web"
"Maine",0,"John Joyce","US","web"
"Oklahoma",0,"John Joyce","US","web"
"Louisiana",0,"John Joyce","US","web"
"Kentucky",0,"John Joyce","US","web"
"Rhode Island",0,"John Joyce","US","web"
"Kansas",0,"John Joyce","US","web"
"South Dakota",0,"John Joyce","US","web"
"Idaho",0,"John Joyce","US","web"
"Iowa",0,"John Joyce","US","web"
"Utah",0,"John Joyce","US","web"
"Hawaii",0,"John Joyce","US","web"
"Vermont",0,"John Joyce","US","web"
"Delaware",0,"John Joyce","US","web"
"Arkansas",0,"John Joyce","US","web"
"West Virginia",0,"John Joyce","US","web"
"Wyoming",0,"John Joyce","US","web"
"Pennsylvania",100,"Guy Reschenthaler","US","web"
"New York",2,"Guy Reschenthaler","US","web"
"California",0.5,"Guy Reschenthaler","US","web"
"Alaska",0,"Guy Reschenthaler","US","web"
"Wyoming",0,"Guy Reschenthaler","US","web"
"Colorado",0,"Guy Reschenthaler","US","web"
"Connecticut",0,"Guy Reschenthaler","US","web"
"District of Columbia",0,"Guy Reschenthaler","US","web"
"Delaware",0,"Guy Reschenthaler","US","web"
"Florida",0,"Guy Reschenthaler","US","web"
"Georgia",0,"Guy Reschenthaler","US","web"
"Hawaii",0,"Guy Reschenthaler","US","web"
"Iowa",0,"Guy Reschenthaler","US","web"
"Idaho",0,"Guy Reschenthaler","US","web"
"Illinois",0,"Guy Reschenthaler","US","web"
"Indiana",0,"Guy Reschenthaler","US","web"
"Kansas",0,"Guy Reschenthaler","US","web"
"Kentucky",0,"Guy Reschenthaler","US","web"
"Louisiana",0,"Guy Reschenthaler","US","web"
"Massachusetts",0,"Guy Reschenthaler","US","web"
"Maryland",0,"Guy Reschenthaler","US","web"
"Maine",0,"Guy Reschenthaler","US","web"
"Michigan",0,"Guy Reschenthaler","US","web"
"Minnesota",0,"Guy Reschenthaler","US","web"
"Missouri",0,"Guy Reschenthaler","US","web"
"Mississippi",0,"Guy Reschenthaler","US","web"
"Montana",0,"Guy Reschenthaler","US","web"
"North Carolina",0,"Guy Reschenthaler","US","web"
"North Dakota",0,"Guy Reschenthaler","US","web"
"Nebraska",0,"Guy Reschenthaler","US","web"
"New Hampshire",0,"Guy Reschenthaler","US","web"
"New Jersey",0,"Guy Reschenthaler","US","web"
"New Mexico",0,"Guy Reschenthaler","US","web"
"Nevada",0,"Guy Reschenthaler","US","web"
"Arkansas",0,"Guy Reschenthaler","US","web"
"Ohio",0,"Guy Reschenthaler","US","web"
"Oklahoma",0,"Guy Reschenthaler","US","web"
"Oregon",0,"Guy Reschenthaler","US","web"
"Alabama",0,"Guy Reschenthaler","US","web"
"Rhode Island",0,"Guy Reschenthaler","US","web"
"South Carolina",0,"Guy Reschenthaler","US","web"
"South Dakota",0,"Guy Reschenthaler","US","web"
"Tennessee",0,"Guy Reschenthaler","US","web"
"Texas",0,"Guy Reschenthaler","US","web"
"Utah",0,"Guy Reschenthaler","US","web"
"Virginia",0,"Guy Reschenthaler","US","web"
"Vermont",0,"Guy Reschenthaler","US","web"
"Washington",0,"Guy Reschenthaler","US","web"
"Wisconsin",0,"Guy Reschenthaler","US","web"
"West Virginia",0,"Guy Reschenthaler","US","web"
"Arizona",0,"Guy Reschenthaler","US","web"
"District of Columbia",100,"Glenn Thompson","US","web"
"Pennsylvania",47,"Glenn Thompson","US","web"
"Kentucky",22,"Glenn Thompson","US","web"
"North Carolina",5,"Glenn Thompson","US","web"
"California",0.5,"Glenn Thompson","US","web"
"Texas",0.5,"Glenn Thompson","US","web"
"Alaska",0,"Glenn Thompson","US","web"
"Wyoming",0,"Glenn Thompson","US","web"
"Delaware",0,"Glenn Thompson","US","web"
"Florida",0,"Glenn Thompson","US","web"
"Georgia",0,"Glenn Thompson","US","web"
"Hawaii",0,"Glenn Thompson","US","web"
"Iowa",0,"Glenn Thompson","US","web"
"Idaho",0,"Glenn Thompson","US","web"
"Illinois",0,"Glenn Thompson","US","web"
"Indiana",0,"Glenn Thompson","US","web"
"Kansas",0,"Glenn Thompson","US","web"
"Colorado",0,"Glenn Thompson","US","web"
"Louisiana",0,"Glenn Thompson","US","web"
"Massachusetts",0,"Glenn Thompson","US","web"
"Maryland",0,"Glenn Thompson","US","web"
"Maine",0,"Glenn Thompson","US","web"
"Michigan",0,"Glenn Thompson","US","web"
"Minnesota",0,"Glenn Thompson","US","web"
"Missouri",0,"Glenn Thompson","US","web"
"Mississippi",0,"Glenn Thompson","US","web"
"Montana",0,"Glenn Thompson","US","web"
"Arizona",0,"Glenn Thompson","US","web"
"North Dakota",0,"Glenn Thompson","US","web"
"Nebraska",0,"Glenn Thompson","US","web"
"New Hampshire",0,"Glenn Thompson","US","web"
"New Jersey",0,"Glenn Thompson","US","web"
"New Mexico",0,"Glenn Thompson","US","web"
"Nevada",0,"Glenn Thompson","US","web"
"New York",0,"Glenn Thompson","US","web"
"Ohio",0,"Glenn Thompson","US","web"
"Oklahoma",0,"Glenn Thompson","US","web"
"Oregon",0,"Glenn Thompson","US","web"
"Arkansas",0,"Glenn Thompson","US","web"
"Rhode Island",0,"Glenn Thompson","US","web"
"South Carolina",0,"Glenn Thompson","US","web"
"South Dakota",0,"Glenn Thompson","US","web"
"Tennessee",0,"Glenn Thompson","US","web"
"Alabama",0,"Glenn Thompson","US","web"
"Utah",0,"Glenn Thompson","US","web"
"Virginia",0,"Glenn Thompson","US","web"
"Vermont",0,"Glenn Thompson","US","web"
"Washington",0,"Glenn Thompson","US","web"
"Wisconsin",0,"Glenn Thompson","US","web"
"West Virginia",0,"Glenn Thompson","US","web"
"Connecticut",0,"Glenn Thompson","US","web"
"Pennsylvania",100,"Mike Kelly","US","web"
"District of Columbia",64,"Mike Kelly","US","web"
"West Virginia",37,"Mike Kelly","US","web"
"Rhode Island",31,"Mike Kelly","US","web"
"South Dakota",27,"Mike Kelly","US","web"
"North Dakota",27,"Mike Kelly","US","web"
"New Jersey",25,"Mike Kelly","US","web"
"Arizona",24,"Mike Kelly","US","web"
"Montana",24,"Mike Kelly","US","web"
"Massachusetts",24,"Mike Kelly","US","web"
"Ohio",22,"Mike Kelly","US","web"
"Nebraska",22,"Mike Kelly","US","web"
"Maine",22,"Mike Kelly","US","web"
"Hawaii",21,"Mike Kelly","US","web"
"Maryland",21,"Mike Kelly","US","web"
"Kansas",21,"Mike Kelly","US","web"
"Delaware",21,"Mike Kelly","US","web"
"New York",20,"Mike Kelly","US","web"
"Connecticut",20,"Mike Kelly","US","web"
"Illinois",20,"Mike Kelly","US","web"
"South Carolina",20,"Mike Kelly","US","web"
"Minnesota",19,"Mike Kelly","US","web"
"Kentucky",19,"Mike Kelly","US","web"
"Wisconsin",19,"Mike Kelly","US","web"
"New Hampshire",18,"Mike Kelly","US","web"
"Georgia",18,"Mike Kelly","US","web"
"Colorado",18,"Mike Kelly","US","web"
"Virginia",17,"Mike Kelly","US","web"
"Louisiana",17,"Mike Kelly","US","web"
"North Carolina",17,"Mike Kelly","US","web"
"Oregon",16,"Mike Kelly","US","web"
"Missouri",16,"Mike Kelly","US","web"
"Idaho",16,"Mike Kelly","US","web"
"California",15,"Mike Kelly","US","web"
"Florida",15,"Mike Kelly","US","web"
"Mississippi",15,"Mike Kelly","US","web"
"Michigan",15,"Mike Kelly","US","web"
"Indiana",13,"Mike Kelly","US","web"
"Iowa",13,"Mike Kelly","US","web"
"Washington",13,"Mike Kelly","US","web"
"Utah",13,"Mike Kelly","US","web"
"Tennessee",13,"Mike Kelly","US","web"
"Arkansas",12,"Mike Kelly","US","web"
"Texas",11,"Mike Kelly","US","web"
"New Mexico",11,"Mike Kelly","US","web"
"Nevada",10,"Mike Kelly","US","web"
"Alabama",9,"Mike Kelly","US","web"
"Oklahoma",9,"Mike Kelly","US","web"
"Alaska",0,"Mike Kelly","US","web"
"Vermont",0,"Mike Kelly","US","web"
"Wyoming",0,"Mike Kelly","US","web"
"Pennsylvania",100,"Conor Lamb","US","web"
"District of Columbia",33,"Conor Lamb","US","web"
"West Virginia",10,"Conor Lamb","US","web"
"Maryland",8,"Conor Lamb","US","web"
"Massachusetts",7,"Conor Lamb","US","web"
"Virginia",7,"Conor Lamb","US","web"
"New Hampshire",6,"Conor Lamb","US","web"
"New York",6,"Conor Lamb","US","web"
"Connecticut",5,"Conor Lamb","US","web"
"South Carolina",5,"Conor Lamb","US","web"
"Ohio",4,"Conor Lamb","US","web"
"New Jersey",4,"Conor Lamb","US","web"
"Illinois",4,"Conor Lamb","US","web"
"California",3,"Conor Lamb","US","web"
"North Carolina",3,"Conor Lamb","US","web"
"Florida",3,"Conor Lamb","US","web"
"Washington",3,"Conor Lamb","US","web"
"Colorado",3,"Conor Lamb","US","web"
"Georgia",2,"Conor Lamb","US","web"
"Oregon",2,"Conor Lamb","US","web"
"Tennessee",2,"Conor Lamb","US","web"
"Indiana",2,"Conor Lamb","US","web"
"Missouri",2,"Conor Lamb","US","web"
"Michigan",2,"Conor Lamb","US","web"
"Texas",2,"Conor Lamb","US","web"
"Minnesota",1,"Conor Lamb","US","web"
"Arizona",1,"Conor Lamb","US","web"
"Alaska",0,"Conor Lamb","US","web"
"North Dakota",0,"Conor Lamb","US","web"
"Nebraska",0,"Conor Lamb","US","web"
"Montana",0,"Conor Lamb","US","web"
"Mississippi",0,"Conor Lamb","US","web"
"New Mexico",0,"Conor Lamb","US","web"
"Nevada",0,"Conor Lamb","US","web"
"Maine",0,"Conor Lamb","US","web"
"Louisiana",0,"Conor Lamb","US","web"
"Oklahoma",0,"Conor Lamb","US","web"
"Kentucky",0,"Conor Lamb","US","web"
"Kansas",0,"Conor Lamb","US","web"
"Rhode Island",0,"Conor Lamb","US","web"
"Idaho",0,"Conor Lamb","US","web"
"South Dakota",0,"Conor Lamb","US","web"
"Iowa",0,"Conor Lamb","US","web"
"Hawaii",0,"Conor Lamb","US","web"
"Utah",0,"Conor Lamb","US","web"
"Delaware",0,"Conor Lamb","US","web"
"Vermont",0,"Conor Lamb","US","web"
"Arkansas",0,"Conor Lamb","US","web"
"Wisconsin",0,"Conor Lamb","US","web"
"Alabama",0,"Conor Lamb","US","web"
"Wyoming",0,"Conor Lamb","US","web"
"Pennsylvania",100,"Michael F. Doyle","US","web"
"Kentucky",88,"Michael F. Doyle","US","web"
"Connecticut",88,"Michael F. Doyle","US","web"
"Massachusetts",77,"Michael F. Doyle","US","web"
"Colorado",66,"Michael F. Doyle","US","web"
"Indiana",55,"Michael F. Doyle","US","web"
"New York",44,"Michael F. Doyle","US","web"
"Minnesota",44,"Michael F. Doyle","US","web"
"Washington",44,"Michael F. Doyle","US","web"
"New Jersey",44,"Michael F. Doyle","US","web"
"Maryland",44,"Michael F. Doyle","US","web"
"Michigan",33,"Michael F. Doyle","US","web"
"Florida",33,"Michael F. Doyle","US","web"
"Virginia",33,"Michael F. Doyle","US","web"
"Georgia",33,"Michael F. Doyle","US","web"
"Illinois",33,"Michael F. Doyle","US","web"
"Ohio",22,"Michael F. Doyle","US","web"
"North Carolina",22,"Michael F. Doyle","US","web"
"California",22,"Michael F. Doyle","US","web"
"Texas",22,"Michael F. Doyle","US","web"
"Alaska",0,"Michael F. Doyle","US","web"
"Wyoming",0,"Michael F. Doyle","US","web"
"Louisiana",0,"Michael F. Doyle","US","web"
"Kansas",0,"Michael F. Doyle","US","web"
"Missouri",0,"Michael F. Doyle","US","web"
"Mississippi",0,"Michael F. Doyle","US","web"
"Montana",0,"Michael F. Doyle","US","web"
"Idaho",0,"Michael F. Doyle","US","web"
"North Dakota",0,"Michael F. Doyle","US","web"
"Nebraska",0,"Michael F. Doyle","US","web"
"New Hampshire",0,"Michael F. Doyle","US","web"
"Iowa",0,"Michael F. Doyle","US","web"
"New Mexico",0,"Michael F. Doyle","US","web"
"Nevada",0,"Michael F. Doyle","US","web"
"Hawaii",0,"Michael F. Doyle","US","web"
"Delaware",0,"Michael F. Doyle","US","web"
"Oklahoma",0,"Michael F. Doyle","US","web"
"Oregon",0,"Michael F. Doyle","US","web"
"District of Columbia",0,"Michael F. Doyle","US","web"
"Rhode Island",0,"Michael F. Doyle","US","web"
"South Carolina",0,"Michael F. Doyle","US","web"
"South Dakota",0,"Michael F. Doyle","US","web"
"Tennessee",0,"Michael F. Doyle","US","web"
"Arizona",0,"Michael F. Doyle","US","web"
"Utah",0,"Michael F. Doyle","US","web"
"Arkansas",0,"Michael F. Doyle","US","web"
"Vermont",0,"Michael F. Doyle","US","web"
"Alabama",0,"Michael F. Doyle","US","web"
"Wisconsin",0,"Michael F. Doyle","US","web"
"West Virginia",0,"Michael F. Doyle","US","web"
"Maine",0,"Michael F. Doyle","US","web"
"Rhode Island",100,"David Cicilline","US","web"
"Massachusetts",3,"David Cicilline","US","web"
"Arizona",1,"David Cicilline","US","web"
"New York",1,"David Cicilline","US","web"
"California",0.5,"David Cicilline","US","web"
"Alaska",0,"David Cicilline","US","web"
"Wyoming",0,"David Cicilline","US","web"
"District of Columbia",0,"David Cicilline","US","web"
"Delaware",0,"David Cicilline","US","web"
"Florida",0,"David Cicilline","US","web"
"Georgia",0,"David Cicilline","US","web"
"Hawaii",0,"David Cicilline","US","web"
"Iowa",0,"David Cicilline","US","web"
"Idaho",0,"David Cicilline","US","web"
"Illinois",0,"David Cicilline","US","web"
"Indiana",0,"David Cicilline","US","web"
"Kansas",0,"David Cicilline","US","web"
"Kentucky",0,"David Cicilline","US","web"
"Louisiana",0,"David Cicilline","US","web"
"Colorado",0,"David Cicilline","US","web"
"Maryland",0,"David Cicilline","US","web"
"Maine",0,"David Cicilline","US","web"
"Michigan",0,"David Cicilline","US","web"
"Minnesota",0,"David Cicilline","US","web"
"Missouri",0,"David Cicilline","US","web"
"Mississippi",0,"David Cicilline","US","web"
"Montana",0,"David Cicilline","US","web"
"North Carolina",0,"David Cicilline","US","web"
"North Dakota",0,"David Cicilline","US","web"
"Nebraska",0,"David Cicilline","US","web"
"New Hampshire",0,"David Cicilline","US","web"
"New Jersey",0,"David Cicilline","US","web"
"New Mexico",0,"David Cicilline","US","web"
"Nevada",0,"David Cicilline","US","web"
"Arkansas",0,"David Cicilline","US","web"
"Ohio",0,"David Cicilline","US","web"
"Oklahoma",0,"David Cicilline","US","web"
"Oregon",0,"David Cicilline","US","web"
"Pennsylvania",0,"David Cicilline","US","web"
"Alabama",0,"David Cicilline","US","web"
"South Carolina",0,"David Cicilline","US","web"
"South Dakota",0,"David Cicilline","US","web"
"Tennessee",0,"David Cicilline","US","web"
"Texas",0,"David Cicilline","US","web"
"Utah",0,"David Cicilline","US","web"
"Virginia",0,"David Cicilline","US","web"
"Vermont",0,"David Cicilline","US","web"
"Washington",0,"David Cicilline","US","web"
"Wisconsin",0,"David Cicilline","US","web"
"West Virginia",0,"David Cicilline","US","web"
"Connecticut",0,"David Cicilline","US","web"
"Rhode Island",100,"James Langevin","US","web"
"Alaska",0,"James Langevin","US","web"
"Wyoming",0,"James Langevin","US","web"
"Arizona",0,"James Langevin","US","web"
"California",0,"James Langevin","US","web"
"Colorado",0,"James Langevin","US","web"
"Connecticut",0,"James Langevin","US","web"
"District of Columbia",0,"James Langevin","US","web"
"Delaware",0,"James Langevin","US","web"
"Florida",0,"James Langevin","US","web"
"Georgia",0,"James Langevin","US","web"
"Hawaii",0,"James Langevin","US","web"
"Iowa",0,"James Langevin","US","web"
"Idaho",0,"James Langevin","US","web"
"Illinois",0,"James Langevin","US","web"
"Indiana",0,"James Langevin","US","web"
"Kansas",0,"James Langevin","US","web"
"Kentucky",0,"James Langevin","US","web"
"Louisiana",0,"James Langevin","US","web"
"Massachusetts",0,"James Langevin","US","web"
"Maryland",0,"James Langevin","US","web"
"Maine",0,"James Langevin","US","web"
"Michigan",0,"James Langevin","US","web"
"Minnesota",0,"James Langevin","US","web"
"Missouri",0,"James Langevin","US","web"
"Mississippi",0,"James Langevin","US","web"
"Montana",0,"James Langevin","US","web"
"North Carolina",0,"James Langevin","US","web"
"North Dakota",0,"James Langevin","US","web"
"Nebraska",0,"James Langevin","US","web"
"New Hampshire",0,"James Langevin","US","web"
"New Jersey",0,"James Langevin","US","web"
"New Mexico",0,"James Langevin","US","web"
"Nevada",0,"James Langevin","US","web"
"New York",0,"James Langevin","US","web"
"Ohio",0,"James Langevin","US","web"
"Oklahoma",0,"James Langevin","US","web"
"Oregon",0,"James Langevin","US","web"
"Pennsylvania",0,"James Langevin","US","web"
"Alabama",0,"James Langevin","US","web"
"South Carolina",0,"James Langevin","US","web"
"South Dakota",0,"James Langevin","US","web"
"Tennessee",0,"James Langevin","US","web"
"Texas",0,"James Langevin","US","web"
"Utah",0,"James Langevin","US","web"
"Virginia",0,"James Langevin","US","web"
"Vermont",0,"James Langevin","US","web"
"Washington",0,"James Langevin","US","web"
"Wisconsin",0,"James Langevin","US","web"
"West Virginia",0,"James Langevin","US","web"
"Arkansas",0,"James Langevin","US","web"
"South Carolina",100,"Joe Cunningham","US","web"
"District of Columbia",24,"Joe Cunningham","US","web"
"North Carolina",12,"Joe Cunningham","US","web"
"Georgia",5,"Joe Cunningham","US","web"
"Maryland",4,"Joe Cunningham","US","web"
"Virginia",4,"Joe Cunningham","US","web"
"Massachusetts",2,"Joe Cunningham","US","web"
"New York",2,"Joe Cunningham","US","web"
"Kentucky",2,"Joe Cunningham","US","web"
"Alabama",2,"Joe Cunningham","US","web"
"Utah",2,"Joe Cunningham","US","web"
"Pennsylvania",2,"Joe Cunningham","US","web"
"Washington",2,"Joe Cunningham","US","web"
"Connecticut",2,"Joe Cunningham","US","web"
"Indiana",2,"Joe Cunningham","US","web"
"Wisconsin",1,"Joe Cunningham","US","web"
"Florida",1,"Joe Cunningham","US","web"
"Illinois",1,"Joe Cunningham","US","web"
"New Jersey",1,"Joe Cunningham","US","web"
"Tennessee",1,"Joe Cunningham","US","web"
"Colorado",1,"Joe Cunningham","US","web"
"Texas",1,"Joe Cunningham","US","web"
"California",1,"Joe Cunningham","US","web"
"Oregon",1,"Joe Cunningham","US","web"
"Michigan",1,"Joe Cunningham","US","web"
"Missouri",0.5,"Joe Cunningham","US","web"
"Minnesota",0.5,"Joe Cunningham","US","web"
"Arizona",0.5,"Joe Cunningham","US","web"
"Ohio",0.5,"Joe Cunningham","US","web"
"Alaska",0,"Joe Cunningham","US","web"
"New Hampshire",0,"Joe Cunningham","US","web"
"Nebraska",0,"Joe Cunningham","US","web"
"New Mexico",0,"Joe Cunningham","US","web"
"Nevada",0,"Joe Cunningham","US","web"
"North Dakota",0,"Joe Cunningham","US","web"
"Montana",0,"Joe Cunningham","US","web"
"Oklahoma",0,"Joe Cunningham","US","web"
"Mississippi",0,"Joe Cunningham","US","web"
"Maine",0,"Joe Cunningham","US","web"
"Rhode Island",0,"Joe Cunningham","US","web"
"Louisiana",0,"Joe Cunningham","US","web"
"South Dakota",0,"Joe Cunningham","US","web"
"Kansas",0,"Joe Cunningham","US","web"
"Idaho",0,"Joe Cunningham","US","web"
"Iowa",0,"Joe Cunningham","US","web"
"Hawaii",0,"Joe Cunningham","US","web"
"Vermont",0,"Joe Cunningham","US","web"
"Delaware",0,"Joe Cunningham","US","web"
"Arkansas",0,"Joe Cunningham","US","web"
"West Virginia",0,"Joe Cunningham","US","web"
"Wyoming",0,"Joe Cunningham","US","web"
"South Carolina",100,"Jeff Duncan","US","web"
"Oklahoma",16,"Jeff Duncan","US","web"
"Alabama",14,"Jeff Duncan","US","web"
"North Carolina",11,"Jeff Duncan","US","web"
"New Jersey",11,"Jeff Duncan","US","web"
"Georgia",9,"Jeff Duncan","US","web"
"California",9,"Jeff Duncan","US","web"
"Florida",5,"Jeff Duncan","US","web"
"Massachusetts",5,"Jeff Duncan","US","web"
